#: table_doi: 10.17182/hepdata.78802.v1/t38
#: name: Table 38
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for INEL>0 collisions at a centre-of-mass energy of 7000 GeV.
#: data_file: Table38.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,7000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
1.0,0.5,1.5,0.0146,0.007307,-0.007307
2.0,1.5,2.5,0.01252,0.004824,-0.004824
3.0,2.5,3.5,0.01104,0.002971,-0.002971
4.0,3.5,4.5,0.01126,0.002328,-0.002328
5.0,4.5,5.5,0.01269,0.001833,-0.001833
6.0,5.5,6.5,0.01449,0.00174,-0.00174
7.0,6.5,7.5,0.01662,0.001633,-0.001633
8.0,7.5,8.5,0.01854,0.001516,-0.001516
9.0,8.5,9.5,0.0202,0.001862,-0.001862
10.0,9.5,10.5,0.02155,0.002092,-0.002092
11.0,10.5,11.5,0.02246,0.002257,-0.002257
12.0,11.5,12.5,0.02295,0.002068,-0.002068
13.0,12.5,13.5,0.02334,0.001945,-0.001945
14.0,13.5,14.5,0.02302,0.001772,-0.001772
15.0,14.5,15.5,0.0223,0.00153,-0.00153
16.0,15.5,16.5,0.02162,0.001382,-0.001382
17.0,16.5,17.5,0.0208,0.001376,-0.001376
18.0,17.5,18.5,0.01982,0.001242,-0.001242
19.0,18.5,19.5,0.01878,0.001046,-0.001046
20.0,19.5,20.5,0.01789,0.0009648,-0.0009648
21.0,20.5,21.5,0.01692,0.0007529,-0.0007529
22.0,21.5,22.5,0.01619,0.0007912,-0.0007912
23.0,22.5,23.5,0.01574,0.0007741,-0.0007741
24.0,23.5,24.5,0.01518,0.0007574,-0.0007574
25.0,24.5,25.5,0.01478,0.0007249,-0.0007249
26.0,25.5,26.5,0.01446,0.0007628,-0.0007628
27.0,26.5,27.5,0.01408,0.0006618,-0.0006618
28.0,27.5,28.5,0.0138,0.0006801,-0.0006801
29.0,28.5,29.5,0.01345,0.000627,-0.000627
30.0,29.5,30.5,0.01315,0.0006468,-0.0006468
31.0,30.5,31.5,0.01284,0.0005709,-0.0005709
32.0,31.5,32.5,0.01263,0.0005957,-0.0005957
33.0,32.5,33.5,0.01221,0.0005629,-0.0005629
34.0,33.5,34.5,0.01199,0.0006104,-0.0006104
35.0,34.5,35.5,0.01173,0.0006012,-0.0006012
36.0,35.5,36.5,0.01123,0.0005923,-0.0005923
37.0,36.5,37.5,0.01098,0.0006169,-0.0006169
38.0,37.5,38.5,0.01055,0.0006095,-0.0006095
39.0,38.5,39.5,0.01038,0.0006486,-0.0006486
40.0,39.5,40.5,0.009994,0.0006527,-0.0006527
41.0,40.5,41.5,0.00968,0.0006696,-0.0006696
42.0,41.5,42.5,0.009351,0.0006985,-0.0006985
43.0,42.5,43.5,0.009294,0.0006826,-0.0006826
44.0,43.5,44.5,0.00904,0.0007261,-0.0007261
45.0,44.5,45.5,0.008782,0.0007142,-0.0007142
46.0,45.5,46.5,0.008569,0.0007144,-0.0007144
47.0,46.5,47.5,0.008441,0.0007304,-0.0007304
48.0,47.5,48.5,0.00814,0.000705,-0.000705
49.0,48.5,49.5,0.007967,0.0007332,-0.0007332
50.0,49.5,50.5,0.007828,0.0007422,-0.0007422
51.0,50.5,51.5,0.007621,0.0007252,-0.0007252
52.0,51.5,52.5,0.007468,0.0007191,-0.0007191
53.0,52.5,53.5,0.007353,0.0006963,-0.0006963
54.0,53.5,54.5,0.007171,0.000734,-0.000734
55.0,54.5,55.5,0.007015,0.0007171,-0.0007171
56.0,55.5,56.5,0.00689,0.0007175,-0.0007175
57.0,56.5,57.5,0.006704,0.000726,-0.000726
58.0,57.5,58.5,0.00659,0.0007097,-0.0007097
59.0,58.5,59.5,0.006458,0.000755,-0.000755
60.0,59.5,60.5,0.006304,0.000757,-0.000757
61.0,60.5,61.5,0.006038,0.0007121,-0.0007121
62.0,61.5,62.5,0.005935,0.0007318,-0.0007318
63.0,62.5,63.5,0.005826,0.0007234,-0.0007234
64.0,63.5,64.5,0.005748,0.0007363,-0.0007363
65.0,64.5,65.5,0.005496,0.0007124,-0.0007124
