#: table_doi: 10.17182/hepdata.78802.v1/t81
#: name: Table 81
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in INEL>0 collisions at center-of-mass energy 7000 GeV.
#: data_file: Table81.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',1.02
'n1',0.37
'k1',10.96
'n2',3.04
'k2',37.57
'lambda',2.55

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',1.0
'n1',0.37
'k1',10.88
'n2',3.03
'k2',36.77
'lambda',2.53

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.99
'n1',0.38
'k1',10.81
'n2',3.01
'k2',36.01
'lambda',2.53

