#: table_doi: 10.17182/hepdata.78802.v1/t67
#: name: Table 67
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.4 to 2.4 in INEL collisions at center-of-mass energy 7000 GeV.
#: data_file: Table67.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.8
'n1',0.39
'k1',12.61
'n2',2.77
'k2',45.69
'lambda',2.63

#: NUM,2.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.79
'n1',0.38
'k1',12.12
'n2',2.79
'k2',42.87
'lambda',2.48

#: NUM,3.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.77
'n1',0.37
'k1',11.62
'n2',2.85
'k2',39.92
'lambda',2.37

