#: table_doi: 10.17182/hepdata.78802.v1/t69
#: name: Table 69
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 3.4 in INEL collisions at center-of-mass energy 7000 GeV.
#: data_file: Table69.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-3.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.8
'n1',0.35
'k1',19.04
'n2',2.67
'k2',66.42
'lambda',3.03

#: NUM,2.0
#: ETARAP,-3.4-3.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.78
'n1',0.35
'k1',16.69
'n2',3.15
'k2',57.31
'lambda',2.48

#: NUM,3.0
#: ETARAP,-3.4-3.4
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.75
'n1',0.26
'k1',14.82
'n2',4.47
'k2',48.93
'lambda',2.11

