#: table_doi: 10.17182/hepdata.78802.v1/t3
#: name: Table 3
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for NSD collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table3.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.03968,0.006385,-0.006385
1.0,0.5,1.5,0.01293,0.00307,-0.00307
2.0,1.5,2.5,0.01059,0.002255,-0.002255
3.0,2.5,3.5,0.01144,0.001804,-0.001804
4.0,3.5,4.5,0.01255,0.001417,-0.001417
5.0,4.5,5.5,0.01478,0.0014,-0.0014
6.0,5.5,6.5,0.01732,0.001591,-0.001591
7.0,6.5,7.5,0.02028,0.001848,-0.001848
8.0,7.5,8.5,0.02265,0.002029,-0.002029
9.0,8.5,9.5,0.0249,0.002177,-0.002177
10.0,9.5,10.5,0.02686,0.002292,-0.002292
11.0,10.5,11.5,0.02829,0.002313,-0.002313
12.0,11.5,12.5,0.02926,0.002199,-0.002199
13.0,12.5,13.5,0.02996,0.001965,-0.001965
14.0,13.5,14.5,0.02987,0.001676,-0.001676
15.0,14.5,15.5,0.02954,0.00143,-0.00143
16.0,15.5,16.5,0.029,0.001289,-0.001289
17.0,16.5,17.5,0.02781,0.001187,-0.001187
18.0,17.5,18.5,0.02672,0.001045,-0.001045
19.0,18.5,19.5,0.0254,0.0008076,-0.0008076
20.0,19.5,20.5,0.02423,0.0004538,-0.0004538
21.0,20.5,21.5,0.02294,0.0004827,-0.0004827
22.0,21.5,22.5,0.02204,0.0005727,-0.0005727
23.0,22.5,23.5,0.02114,0.000535,-0.000535
24.0,23.5,24.5,0.02017,0.0005354,-0.0005354
25.0,24.5,25.5,0.01949,0.0005126,-0.0005126
26.0,25.5,26.5,0.01887,0.0005265,-0.0005265
27.0,26.5,27.5,0.01809,0.0005269,-0.0005269
28.0,27.5,28.5,0.01746,0.000466,-0.000466
29.0,28.5,29.5,0.01669,0.0004134,-0.0004134
30.0,29.5,30.5,0.01624,0.0004232,-0.0004232
31.0,30.5,31.5,0.0154,0.0004803,-0.0004803
32.0,31.5,32.5,0.0148,0.0005138,-0.0005138
33.0,32.5,33.5,0.01411,0.0005213,-0.0005213
34.0,33.5,34.5,0.0133,0.0004969,-0.0004969
35.0,34.5,35.5,0.01279,0.0005703,-0.0005703
36.0,35.5,36.5,0.01228,0.0006036,-0.0006036
37.0,36.5,37.5,0.01162,0.0006105,-0.0006105
38.0,37.5,38.5,0.01114,0.0006136,-0.0006136
39.0,38.5,39.5,0.0107,0.0006214,-0.0006214
40.0,39.5,40.5,0.01006,0.000608,-0.000608
41.0,40.5,41.5,0.009703,0.0006171,-0.0006171
42.0,41.5,42.5,0.00919,0.0006298,-0.0006298
43.0,42.5,43.5,0.008773,0.0006162,-0.0006162
44.0,43.5,44.5,0.008455,0.0006265,-0.0006265
45.0,44.5,45.5,0.008039,0.0006212,-0.0006212
