#: table_doi: 10.17182/hepdata.78802.v1/t62
#: name: Table 62
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.4 to 2.4 in INEL collisions at center-of-mass energy 900 GeV.
#: data_file: Table62.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.8
'n1',0.29
'k1',10.27
'n2',3.75
'k2',27.34
'lambda',3.07

#: NUM,2.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.81
'n1',0.33
'k1',10.12
'n2',4.0
'k2',25.48
'lambda',2.8

#: NUM,3.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.81
'n1',0.26
'k1',9.51
'n2',4.72
'k2',23.52
'lambda',2.52

