#: table_doi: 10.17182/hepdata.78802.v1/t60
#: name: Table 60
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 5.0 in NSD collisions at center-of-mass energy 8000 GeV.
#: data_file: Table60.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.99
'n1',0.26
'k1',21.79
'n2',4.33
'k2',73.6
'lambda',2.47

#: NUM,2.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.94
'n1',0.17
'k1',20.11
'n2',6.65
'k2',62.6
'lambda',2.0

#: NUM,3.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.9
'n1',0.14
'k1',19.22
'n2',9.96
'k2',55.01
'lambda',1.92

