#: table_doi: 10.17182/hepdata.78802.v1/t83
#: name: Table 83
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.0 to 3.0 in INEL>0 collisions at center-of-mass energy 7000 GeV.
#: data_file: Table83.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',1.01
'n1',0.36
'k1',16.88
'n2',3.19
'k2',57.27
'lambda',2.78

#: NUM,2.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.98
'n1',0.32
'k1',15.58
'n2',3.56
'k2',51.5
'lambda',2.44

#: NUM,3.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.24
'k1',14.14
'n2',4.81
'k2',44.68
'lambda',2.1

