#: table_doi: 10.17182/hepdata.78802.v1/t71
#: name: Table 71
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in INEL collisions at center-of-mass energy 8000 GeV.
#: data_file: Table71.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.81
'n1',0.51
'k1',11.13
'n2',1.89
'k2',41.16
'lambda',3.04

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.8
'n1',0.52
'k1',10.87
'n2',1.93
'k2',40.01
'lambda',2.98

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.79
'n1',0.52
'k1',10.67
'n2',1.96
'k2',38.95
'lambda',2.94

