#: table_doi: 10.17182/hepdata.78802.v1/t66
#: name: Table 66
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in INEL collisions at center-of-mass energy 7000 GeV.
#: data_file: Table66.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.8
'n1',0.42
'k1',10.51
'n2',2.44
'k2',38.31
'lambda',2.64

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.79
'n1',0.43
'k1',10.42
'n2',2.43
'k2',37.54
'lambda',2.63

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.78
'n1',0.44
'k1',10.35
'n2',2.41
'k2',36.81
'lambda',2.64

