#: table_doi: 10.17182/hepdata.78802.v1/t72
#: name: Table 72
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.4 to 2.4 in INEL collisions at center-of-mass energy 8000 GeV.
#: data_file: Table72.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.8
'n1',0.43
'k1',12.58
'n2',2.38
'k2',47.19
'lambda',2.73

#: NUM,2.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.79
'n1',0.42
'k1',12.08
'n2',2.37
'k2',44.39
'lambda',2.58

#: NUM,3.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.77
'n1',0.43
'k1',11.54
'n2',2.39
'k2',41.38
'lambda',2.47

