#: table_doi: 10.17182/hepdata.78802.v1/t13
#: name: Table 13
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for NSD collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table13.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.04887,0.009193,-0.009193
1.0,0.5,1.5,0.0108,0.0033,-0.0033
2.0,1.5,2.5,0.009024,0.002491,-0.002491
3.0,2.5,3.5,0.008813,0.001664,-0.001664
4.0,3.5,4.5,0.009738,0.001385,-0.001385
5.0,4.5,5.5,0.01122,0.001291,-0.001291
6.0,5.5,6.5,0.01327,0.001549,-0.001549
7.0,6.5,7.5,0.01503,0.001772,-0.001772
8.0,7.5,8.5,0.0171,0.001996,-0.001996
9.0,8.5,9.5,0.01863,0.002089,-0.002089
10.0,9.5,10.5,0.01952,0.002087,-0.002087
11.0,10.5,11.5,0.02025,0.002031,-0.002031
12.0,11.5,12.5,0.02057,0.001902,-0.001902
13.0,12.5,13.5,0.02062,0.001705,-0.001705
14.0,13.5,14.5,0.02034,0.001495,-0.001495
15.0,14.5,15.5,0.01996,0.001329,-0.001329
16.0,15.5,16.5,0.01938,0.00119,-0.00119
17.0,16.5,17.5,0.01855,0.00109,-0.00109
18.0,17.5,18.5,0.01784,0.0009645,-0.0009645
19.0,18.5,19.5,0.01725,0.0007988,-0.0007988
20.0,19.5,20.5,0.01658,0.0006067,-0.0006067
21.0,20.5,21.5,0.01595,0.0004705,-0.0004705
22.0,21.5,22.5,0.01555,0.0003586,-0.0003586
23.0,22.5,23.5,0.01483,0.0003763,-0.0003763
24.0,23.5,24.5,0.01475,0.0003767,-0.0003767
25.0,24.5,25.5,0.01411,0.0003616,-0.0003616
26.0,25.5,26.5,0.01378,0.0005235,-0.0005235
27.0,26.5,27.5,0.01338,0.0005571,-0.0005571
28.0,27.5,28.5,0.01313,0.0007046,-0.0007046
29.0,28.5,29.5,0.01286,0.0003848,-0.0003848
30.0,29.5,30.5,0.0128,0.0006152,-0.0006152
31.0,30.5,31.5,0.01234,0.0005202,-0.0005202
32.0,31.5,32.5,0.01195,0.0005021,-0.0005021
33.0,32.5,33.5,0.01157,0.0005185,-0.0005185
34.0,33.5,34.5,0.01132,0.0005203,-0.0005203
35.0,34.5,35.5,0.01105,0.0005545,-0.0005545
36.0,35.5,36.5,0.01069,0.0005859,-0.0005859
37.0,36.5,37.5,0.0105,0.0006204,-0.0006204
38.0,37.5,38.5,0.01015,0.0006363,-0.0006363
39.0,38.5,39.5,0.009942,0.0006651,-0.0006651
40.0,39.5,40.5,0.00961,0.0006687,-0.0006687
41.0,40.5,41.5,0.00933,0.0006813,-0.0006813
42.0,41.5,42.5,0.009046,0.0006918,-0.0006918
43.0,42.5,43.5,0.008835,0.0006991,-0.0006991
44.0,43.5,44.5,0.008696,0.0007152,-0.0007152
45.0,44.5,45.5,0.008523,0.0007295,-0.0007295
46.0,45.5,46.5,0.008291,0.0007351,-0.0007351
47.0,46.5,47.5,0.008108,0.0007398,-0.0007398
48.0,47.5,48.5,0.007998,0.0007539,-0.0007539
49.0,48.5,49.5,0.007777,0.0007575,-0.0007575
50.0,49.5,50.5,0.007588,0.0007596,-0.0007596
51.0,50.5,51.5,0.007554,0.0007778,-0.0007778
52.0,51.5,52.5,0.007354,0.0007783,-0.0007783
53.0,52.5,53.5,0.007171,0.0007806,-0.0007806
54.0,53.5,54.5,0.007091,0.0007915,-0.0007915
55.0,54.5,55.5,0.006931,0.0007899,-0.0007899
56.0,55.5,56.5,0.006749,0.0007894,-0.0007894
57.0,56.5,57.5,0.006602,0.0007923,-0.0007923
58.0,57.5,58.5,0.006487,0.0007943,-0.0007943
59.0,58.5,59.5,0.006308,0.0007871,-0.0007871
60.0,59.5,60.5,0.00617,0.0007881,-0.0007881
61.0,60.5,61.5,0.006,0.0007777,-0.0007777
62.0,61.5,62.5,0.005844,0.0007755,-0.0007755
63.0,62.5,63.5,0.005717,0.0007727,-0.0007727
64.0,63.5,64.5,0.005588,0.0007663,-0.0007663
65.0,64.5,65.5,0.00546,0.0007634,-0.0007634
66.0,65.5,66.5,0.005317,0.0007576,-0.0007576
67.0,66.5,67.5,0.0052,0.0007499,-0.0007499
68.0,67.5,68.5,0.005078,0.0007452,-0.0007452
69.0,68.5,69.5,0.004951,0.0007402,-0.0007402
70.0,69.5,70.5,0.00483,0.000732,-0.000732
71.0,70.5,71.5,0.004743,0.0007342,-0.0007342
72.0,71.5,72.5,0.00459,0.000723,-0.000723
73.0,72.5,73.5,0.004519,0.0007197,-0.0007197
74.0,73.5,74.5,0.00441,0.0007174,-0.0007174
75.0,74.5,75.5,0.004302,0.0007135,-0.0007135
76.0,75.5,76.5,0.004141,0.0006998,-0.0006998
77.0,76.5,77.5,0.004039,0.0006925,-0.0006925
78.0,77.5,78.5,0.004017,0.0007014,-0.0007014
79.0,78.5,79.5,0.003919,0.0006934,-0.0006934
80.0,79.5,80.5,0.003814,0.000685,-0.000685
81.0,80.5,81.5,0.003752,0.0006872,-0.0006872
82.0,81.5,82.5,0.003588,0.0006664,-0.0006664
83.0,82.5,83.5,0.003539,0.0006662,-0.0006662
84.0,83.5,84.5,0.003456,0.0006598,-0.0006598
85.0,84.5,85.5,0.003366,0.0006521,-0.0006521
86.0,85.5,86.5,0.00325,0.0006405,-0.0006405
87.0,86.5,87.5,0.003223,0.000641,-0.000641
88.0,87.5,88.5,0.00312,0.0006298,-0.0006298
89.0,88.5,89.5,0.003049,0.0006217,-0.0006217
90.0,89.5,90.5,0.002977,0.0006155,-0.0006155
91.0,90.5,91.5,0.00288,0.0005988,-0.0005988
92.0,91.5,92.5,0.002828,0.0005974,-0.0005974
93.0,92.5,93.5,0.002731,0.0005798,-0.0005798
94.0,93.5,94.5,0.002671,0.0005751,-0.0005751
95.0,94.5,95.5,0.002556,0.0005538,-0.0005538
96.0,95.5,96.5,0.002526,0.0005527,-0.0005527
97.0,96.5,97.5,0.002437,0.0005396,-0.0005396
98.0,97.5,98.5,0.00238,0.0005319,-0.0005319
99.0,98.5,99.5,0.00234,0.0005275,-0.0005275
100.0,99.5,100.5,0.002261,0.0005156,-0.0005156
101.0,100.5,101.5,0.002208,0.0005058,-0.0005058
102.0,101.5,102.5,0.002116,0.0004921,-0.0004921
103.0,102.5,103.5,0.002078,0.0004887,-0.0004887
104.0,103.5,104.5,0.002013,0.0004773,-0.0004773
105.0,104.5,105.5,0.001958,0.0004697,-0.0004697
106.0,105.5,106.5,0.001899,0.0004603,-0.0004603
107.0,106.5,107.5,0.001837,0.0004481,-0.0004481
108.0,107.5,108.5,0.001789,0.0004423,-0.0004423
109.0,108.5,109.5,0.001729,0.0004309,-0.0004309
110.0,109.5,110.5,0.00169,0.0004263,-0.0004263
111.0,110.5,111.5,0.001645,0.0004204,-0.0004204
112.0,111.5,112.5,0.001588,0.0004105,-0.0004105
113.0,112.5,113.5,0.001529,0.0003991,-0.0003991
114.0,113.5,114.5,0.001508,0.0003987,-0.0003987
115.0,114.5,115.5,0.001447,0.0003871,-0.0003871
116.0,115.5,116.5,0.001411,0.0003808,-0.0003808
117.0,116.5,117.5,0.001376,0.0003766,-0.0003766
118.0,117.5,118.5,0.001322,0.0003649,-0.0003649
119.0,118.5,119.5,0.001289,0.0003598,-0.0003598
120.0,119.5,120.5,0.001252,0.0003536,-0.0003536
121.0,120.5,121.5,0.001216,0.0003484,-0.0003484
122.0,121.5,122.5,0.001171,0.0003389,-0.0003389
123.0,122.5,123.5,0.001147,0.0003351,-0.0003351
124.0,123.5,124.5,0.001103,0.000326,-0.000326
125.0,124.5,125.5,0.001065,0.0003188,-0.0003188
126.0,125.5,126.5,0.001033,0.0003131,-0.0003131
127.0,126.5,127.5,0.001013,0.0003098,-0.0003098
128.0,127.5,128.5,0.0009618,0.0002983,-0.0002983
129.0,128.5,129.5,0.0009531,0.0002977,-0.0002977
130.0,129.5,130.5,0.0009097,0.0002877,-0.0002877
131.0,130.5,131.5,0.0008833,0.0002824,-0.0002824
132.0,131.5,132.5,0.0008583,0.000276,-0.000276
133.0,132.5,133.5,0.0008253,0.0002676,-0.0002676
