#: table_doi: 10.17182/hepdata.78802.v1/t48
#: name: Table 48
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.0 to 3.0 in NSD collisions at center-of-mass energy 900 GeV.
#: data_file: Table48.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.94
'n1',0.27
'k1',14.41
'n2',5.85
'k2',33.0
'lambda',2.99

#: NUM,2.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.94
'n1',0.17
'k1',13.68
'n2',9.81
'k2',29.62
'lambda',2.54

#: NUM,3.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.95
'n1',0.11
'k1',13.48
'n2',21.75
'k2',27.58
'lambda',2.35

