#: table_doi: 10.17182/hepdata.78802.v1/t53
#: name: Table 53
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.0 to 3.0 in NSD collisions at center-of-mass energy 7000 GeV.
#: data_file: Table53.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.97
'n1',0.36
'k1',16.73
'n2',3.22
'k2',57.56
'lambda',2.75

#: NUM,2.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.32
'k1',15.55
'n2',3.52
'k2',52.08
'lambda',2.45

#: NUM,3.0
#: ETARAP,-3.0-3.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.91
'n1',0.26
'k1',14.28
'n2',4.36
'k2',45.78
'lambda',2.15

