#: table_doi: 10.17182/hepdata.78802.v1/t87
#: name: Table 87
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.4 to 2.4 in INEL>0 collisions at center-of-mass energy 8000 GeV.
#: data_file: Table87.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL>0
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',1.01
'n1',0.38
'k1',12.92
'n2',2.91
'k2',46.16
'lambda',2.61

#: NUM,2.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL>0
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.99
'n1',0.37
'k1',12.45
'n2',2.93
'k2',43.33
'lambda',2.47

#: NUM,3.0
#: ETARAP,-2.4-2.4
#: CLASS,INEL>0
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.96
'n1',0.35
'k1',11.94
'n2',2.99
'k2',40.32
'lambda',2.36

