#: table_doi: 10.17182/hepdata.78802.v1/t73
#: name: Table 73
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.0 to 3.0 in INEL collisions at center-of-mass energy 8000 GeV.
#: data_file: Table73.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.8
'n1',0.37
'k1',15.25
'n2',2.72
'k2',56.72
'lambda',2.57

#: NUM,2.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.78
'n1',0.32
'k1',13.94
'n2',3.1
'k2',50.5
'lambda',2.23

#: NUM,3.0
#: ETARAP,-3.0-3.0
#: CLASS,INEL
#: SQRT(S) [GEV],8000
'PARNAME','SET'
'alpha',0.75
'n1',0.26
'k1',12.78
'n2',4.06
'k2',43.94
'lambda',1.94

