#: table_doi: 10.17182/hepdata.78802.v1/t41
#: name: Table 41
#: description: Multiplicity distribution in the pseudorapidity region -2.0 to 2.0 for INEL>0 collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table41.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.0-2.0
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
1.0,0.5,1.5,0.01844,0.00231,-0.00231
2.0,1.5,2.5,0.02084,0.001741,-0.001741
3.0,2.5,3.5,0.02341,0.001803,-0.001803
4.0,3.5,4.5,0.02758,0.002071,-0.002071
5.0,4.5,5.5,0.03134,0.001992,-0.001992
6.0,5.5,6.5,0.03351,0.001843,-0.001843
7.0,6.5,7.5,0.03448,0.001789,-0.001789
8.0,7.5,8.5,0.03434,0.001707,-0.001707
9.0,8.5,9.5,0.03291,0.001552,-0.001552
10.0,9.5,10.5,0.0319,0.001391,-0.001391
11.0,10.5,11.5,0.03029,0.001208,-0.001208
12.0,11.5,12.5,0.02867,0.001021,-0.001021
13.0,12.5,13.5,0.02708,0.0008126,-0.0008126
14.0,13.5,14.5,0.02549,0.0005829,-0.0005829
15.0,14.5,15.5,0.02439,0.0003422,-0.0003422
16.0,15.5,16.5,0.02271,0.000416,-0.000416
17.0,16.5,17.5,0.02169,0.0004194,-0.0004194
18.0,17.5,18.5,0.02067,0.0006392,-0.0006392
19.0,18.5,19.5,0.01973,0.0005365,-0.0005365
20.0,19.5,20.5,0.01895,0.0005487,-0.0005487
21.0,20.5,21.5,0.01813,0.000639,-0.000639
22.0,21.5,22.5,0.01733,0.0006727,-0.0006727
23.0,22.5,23.5,0.01666,0.001067,-0.001067
24.0,23.5,24.5,0.01593,0.0008662,-0.0008662
25.0,24.5,25.5,0.0152,0.0006007,-0.0006007
26.0,25.5,26.5,0.01471,0.0006225,-0.0006225
27.0,26.5,27.5,0.01409,0.0006422,-0.0006422
28.0,27.5,28.5,0.01353,0.0006522,-0.0006522
29.0,28.5,29.5,0.01298,0.0006608,-0.0006608
30.0,29.5,30.5,0.01242,0.0006583,-0.0006583
31.0,30.5,31.5,0.01212,0.0006558,-0.0006558
32.0,31.5,32.5,0.01175,0.0006501,-0.0006501
33.0,32.5,33.5,0.01133,0.0006339,-0.0006339
34.0,33.5,34.5,0.01092,0.0006138,-0.0006138
35.0,34.5,35.5,0.01067,0.0006043,-0.0006043
36.0,35.5,36.5,0.01029,0.0005875,-0.0005875
37.0,36.5,37.5,0.01001,0.000578,-0.000578
38.0,37.5,38.5,0.009608,0.0005609,-0.0005609
39.0,38.5,39.5,0.009333,0.0005524,-0.0005524
40.0,39.5,40.5,0.008896,0.0005395,-0.0005395
41.0,40.5,41.5,0.008647,0.0005374,-0.0005374
42.0,41.5,42.5,0.008332,0.00053,-0.00053
43.0,42.5,43.5,0.008039,0.0005259,-0.0005259
44.0,43.5,44.5,0.007752,0.0005213,-0.0005213
45.0,44.5,45.5,0.007526,0.0005206,-0.0005206
46.0,45.5,46.5,0.0072,0.0005079,-0.0005079
47.0,46.5,47.5,0.006991,0.0005058,-0.0005058
48.0,47.5,48.5,0.006637,0.000493,-0.000493
49.0,48.5,49.5,0.006514,0.000493,-0.000493
50.0,49.5,50.5,0.0063,0.0004908,-0.0004908
51.0,50.5,51.5,0.006027,0.0004768,-0.0004768
52.0,51.5,52.5,0.00576,0.0004668,-0.0004668
53.0,52.5,53.5,0.005602,0.0004632,-0.0004632
54.0,53.5,54.5,0.005385,0.000453,-0.000453
55.0,54.5,55.5,0.00516,0.0004458,-0.0004458
56.0,55.5,56.5,0.004998,0.00044,-0.00044
57.0,56.5,57.5,0.00476,0.0004244,-0.0004244
58.0,57.5,58.5,0.004567,0.0004147,-0.0004147
59.0,58.5,59.5,0.004427,0.0004087,-0.0004087
60.0,59.5,60.5,0.004246,0.0004008,-0.0004008
61.0,60.5,61.5,0.004081,0.0003913,-0.0003913
62.0,61.5,62.5,0.003909,0.000377,-0.000377
63.0,62.5,63.5,0.003809,0.0003732,-0.0003732
64.0,63.5,64.5,0.003642,0.0003618,-0.0003618
65.0,64.5,65.5,0.003484,0.0003495,-0.0003495
66.0,65.5,66.5,0.003335,0.0003365,-0.0003365
67.0,66.5,67.5,0.003223,0.0003301,-0.0003301
68.0,67.5,68.5,0.003049,0.0003133,-0.0003133
69.0,68.5,69.5,0.002956,0.0003086,-0.0003086
70.0,69.5,70.5,0.002813,0.000296,-0.000296
71.0,70.5,71.5,0.002713,0.0002887,-0.0002887
72.0,71.5,72.5,0.002593,0.0002781,-0.0002781
73.0,72.5,73.5,0.002498,0.0002733,-0.0002733
74.0,73.5,74.5,0.002362,0.0002632,-0.0002632
75.0,74.5,75.5,0.002282,0.0002572,-0.0002572
76.0,75.5,76.5,0.002207,0.0002526,-0.0002526
77.0,76.5,77.5,0.002082,0.0002428,-0.0002428
78.0,77.5,78.5,0.001991,0.0002354,-0.0002354
79.0,78.5,79.5,0.001906,0.0002296,-0.0002296
80.0,79.5,80.5,0.001825,0.0002222,-0.0002222
81.0,80.5,81.5,0.001727,0.000213,-0.000213
82.0,81.5,82.5,0.001652,0.0002055,-0.0002055
83.0,82.5,83.5,0.001564,0.000197,-0.000197
84.0,83.5,84.5,0.001511,0.0001934,-0.0001934
85.0,84.5,85.5,0.001425,0.0001836,-0.0001836
86.0,85.5,86.5,0.001359,0.0001766,-0.0001766
