#: table_doi: 10.17182/hepdata.78802.v1/t7
#: name: Table 7
#: description: Multiplicity distribution in the pseudorapidity region -2.4 to 2.4 for NSD collisions at a centre-of-mass energy of 7000 GeV.
#: data_file: Table7.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.4-2.4
#: SQRT(S) [GeV],,,7000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.05567,0.008424,-0.008424
1.0,0.5,1.5,0.00958,0.003177,-0.003177
2.0,1.5,2.5,0.01127,0.0025,-0.0025
3.0,2.5,3.5,0.01341,0.00209,-0.00209
4.0,3.5,4.5,0.01658,0.002228,-0.002228
5.0,4.5,5.5,0.01955,0.002099,-0.002099
6.0,5.5,6.5,0.02197,0.001844,-0.001844
7.0,6.5,7.5,0.02371,0.001443,-0.001443
8.0,7.5,8.5,0.02517,0.001382,-0.001382
9.0,8.5,9.5,0.02599,0.001468,-0.001468
10.0,9.5,10.5,0.0264,0.001443,-0.001443
11.0,10.5,11.5,0.02641,0.001312,-0.001312
12.0,11.5,12.5,0.02581,0.001078,-0.001078
13.0,12.5,13.5,0.02491,0.001117,-0.001117
14.0,13.5,14.5,0.02378,0.001086,-0.001086
15.0,14.5,15.5,0.02255,0.0008477,-0.0008477
16.0,15.5,16.5,0.02134,0.0007564,-0.0007564
17.0,16.5,17.5,0.02014,0.0008629,-0.0008629
18.0,17.5,18.5,0.01915,0.0007429,-0.0007429
19.0,18.5,19.5,0.01828,0.0007232,-0.0007232
20.0,19.5,20.5,0.0175,0.0007349,-0.0007349
21.0,20.5,21.5,0.01691,0.0006966,-0.0006966
22.0,21.5,22.5,0.01631,0.0007486,-0.0007486
23.0,22.5,23.5,0.01589,0.0005505,-0.0005505
24.0,23.5,24.5,0.01539,0.0004458,-0.0004458
25.0,24.5,25.5,0.01493,0.0004677,-0.0004677
26.0,25.5,26.5,0.01444,0.0004324,-0.0004324
27.0,26.5,27.5,0.01395,0.0004876,-0.0004876
28.0,27.5,28.5,0.01354,0.0005287,-0.0005287
29.0,28.5,29.5,0.01303,0.0004985,-0.0004985
30.0,29.5,30.5,0.01255,0.000553,-0.000553
31.0,30.5,31.5,0.01215,0.0005337,-0.0005337
32.0,31.5,32.5,0.01173,0.0005439,-0.0005439
33.0,32.5,33.5,0.01135,0.0005538,-0.0005538
34.0,33.5,34.5,0.011,0.000593,-0.000593
35.0,34.5,35.5,0.01069,0.000656,-0.000656
36.0,35.5,36.5,0.01032,0.0006169,-0.0006169
37.0,36.5,37.5,0.01004,0.0006314,-0.0006314
38.0,37.5,38.5,0.009763,0.0007385,-0.0007385
39.0,38.5,39.5,0.009464,0.0006584,-0.0006584
40.0,39.5,40.5,0.009207,0.0006801,-0.0006801
41.0,40.5,41.5,0.008964,0.0006768,-0.0006768
42.0,41.5,42.5,0.008804,0.0006826,-0.0006826
43.0,42.5,43.5,0.008562,0.0006785,-0.0006785
44.0,43.5,44.5,0.008327,0.0006591,-0.0006591
45.0,44.5,45.5,0.008103,0.000722,-0.000722
46.0,45.5,46.5,0.007845,0.0006531,-0.0006531
47.0,46.5,47.5,0.007619,0.0006856,-0.0006856
48.0,47.5,48.5,0.007407,0.0006532,-0.0006532
49.0,48.5,49.5,0.007144,0.000651,-0.000651
50.0,49.5,50.5,0.007018,0.0006978,-0.0006978
51.0,50.5,51.5,0.006795,0.0006694,-0.0006694
52.0,51.5,52.5,0.006579,0.0006974,-0.0006974
53.0,52.5,53.5,0.00642,0.0007084,-0.0007084
54.0,53.5,54.5,0.006239,0.0006765,-0.0006765
55.0,54.5,55.5,0.006023,0.0006557,-0.0006557
56.0,55.5,56.5,0.005826,0.0006826,-0.0006826
57.0,56.5,57.5,0.005667,0.0006652,-0.0006652
58.0,57.5,58.5,0.005495,0.0006607,-0.0006607
59.0,58.5,59.5,0.005317,0.0006497,-0.0006497
60.0,59.5,60.5,0.005171,0.0006363,-0.0006363
61.0,60.5,61.5,0.005008,0.0006407,-0.0006407
62.0,61.5,62.5,0.00484,0.0006251,-0.0006251
63.0,62.5,63.5,0.004722,0.0006101,-0.0006101
64.0,63.5,64.5,0.004564,0.0006348,-0.0006348
65.0,64.5,65.5,0.004438,0.0006129,-0.0006129
66.0,65.5,66.5,0.004282,0.0005925,-0.0005925
67.0,66.5,67.5,0.004129,0.0005851,-0.0005851
68.0,67.5,68.5,0.004013,0.0005935,-0.0005935
69.0,68.5,69.5,0.003861,0.0005826,-0.0005826
70.0,69.5,70.5,0.003767,0.0005814,-0.0005814
71.0,70.5,71.5,0.003654,0.0005607,-0.0005607
72.0,71.5,72.5,0.003505,0.0005512,-0.0005512
73.0,72.5,73.5,0.003399,0.0005356,-0.0005356
74.0,73.5,74.5,0.00329,0.0005354,-0.0005354
75.0,74.5,75.5,0.003171,0.0005196,-0.0005196
76.0,75.5,76.5,0.003052,0.0005257,-0.0005257
77.0,76.5,77.5,0.002959,0.0004771,-0.0004771
78.0,77.5,78.5,0.002876,0.0004888,-0.0004888
79.0,78.5,79.5,0.002766,0.0004683,-0.0004683
80.0,79.5,80.5,0.00265,0.0004569,-0.0004569
81.0,80.5,81.5,0.002573,0.0004557,-0.0004557
82.0,81.5,82.5,0.002486,0.0004391,-0.0004391
83.0,82.5,83.5,0.002406,0.000439,-0.000439
84.0,83.5,84.5,0.002311,0.0004222,-0.0004222
85.0,84.5,85.5,0.002224,0.0004156,-0.0004156
86.0,85.5,86.5,0.002151,0.0003979,-0.0003979
87.0,86.5,87.5,0.00206,0.000395,-0.000395
88.0,87.5,88.5,0.001998,0.0003839,-0.0003839
89.0,88.5,89.5,0.001915,0.0003651,-0.0003651
90.0,89.5,90.5,0.001845,0.000369,-0.000369
91.0,90.5,91.5,0.001779,0.0003557,-0.0003557
92.0,91.5,92.5,0.00171,0.0003439,-0.0003439
93.0,92.5,93.5,0.001652,0.0003428,-0.0003428
94.0,93.5,94.5,0.00157,0.0003268,-0.0003268
95.0,94.5,95.5,0.001515,0.0003226,-0.0003226
96.0,95.5,96.5,0.001465,0.0003147,-0.0003147
97.0,96.5,97.5,0.001405,0.0003053,-0.0003053
98.0,97.5,98.5,0.001347,0.0002953,-0.0002953
99.0,98.5,99.5,0.001292,0.000298,-0.000298
100.0,99.5,100.5,0.001247,0.0002889,-0.0002889
101.0,100.5,101.5,0.001197,0.0002795,-0.0002795
102.0,101.5,102.5,0.001145,0.0002704,-0.0002704
103.0,102.5,103.5,0.001095,0.0002666,-0.0002666
104.0,103.5,104.5,0.001053,0.0002555,-0.0002555
105.0,104.5,105.5,0.001013,0.000253,-0.000253
106.0,105.5,106.5,0.0009677,0.0002437,-0.0002437
107.0,106.5,107.5,0.00093,0.0002338,-0.0002338
108.0,107.5,108.5,0.0008966,0.0002317,-0.0002317
109.0,108.5,109.5,0.0008549,0.0002246,-0.0002246
110.0,109.5,110.5,0.0008209,0.0002212,-0.0002212
111.0,110.5,111.5,0.0007868,0.0002143,-0.0002143
112.0,111.5,112.5,0.0007556,0.0002086,-0.0002086
113.0,112.5,113.5,0.0007187,0.000197,-0.000197
114.0,113.5,114.5,0.0006879,0.0001906,-0.0001906
115.0,114.5,115.5,0.0006566,0.0001845,-0.0001845
116.0,115.5,116.5,0.000634,0.0001782,-0.0001782
117.0,116.5,117.5,0.0006014,0.0001718,-0.0001718
118.0,117.5,118.5,0.0005763,0.0001679,-0.0001679
119.0,118.5,119.5,0.0005513,0.000161,-0.000161
120.0,119.5,120.5,0.0005267,0.0001536,-0.0001536
121.0,120.5,121.5,0.000506,0.0001486,-0.0001486
122.0,121.5,122.5,0.0004823,0.0001423,-0.0001423
123.0,122.5,123.5,0.0004598,0.0001376,-0.0001376
124.0,123.5,124.5,0.000442,0.0001305,-0.0001305
125.0,124.5,125.5,0.0004196,0.000128,-0.000128
126.0,125.5,126.5,0.0004042,0.0001237,-0.0001237
127.0,126.5,127.5,0.0003845,0.0001182,-0.0001182
128.0,127.5,128.5,0.0003677,0.0001114,-0.0001114
129.0,128.5,129.5,0.0003472,0.000108,-0.000108
130.0,129.5,130.5,0.0003354,0.000105,-0.000105
131.0,130.5,131.5,0.0003191,0.000101,-0.000101
132.0,131.5,132.5,0.0003046,9.703e-05,-9.703e-05
133.0,132.5,133.5,0.0002907,9.138e-05,-9.138e-05
134.0,133.5,134.5,0.0002794,9.026e-05,-9.026e-05
135.0,134.5,135.5,0.0002648,8.625e-05,-8.625e-05
136.0,135.5,136.5,0.0002525,8.384e-05,-8.384e-05
137.0,136.5,137.5,0.0002415,7.95e-05,-7.95e-05
138.0,137.5,138.5,0.0002307,7.723e-05,-7.723e-05
139.0,138.5,139.5,0.0002196,7.295e-05,-7.295e-05
140.0,139.5,140.5,0.0002088,6.965e-05,-6.965e-05
141.0,140.5,141.5,0.0001988,6.822e-05,-6.822e-05
142.0,141.5,142.5,0.0001899,6.674e-05,-6.674e-05
143.0,142.5,143.5,0.0001811,6.297e-05,-6.297e-05
