#: table_doi: 10.17182/hepdata.78802.v1/t33
#: name: Table 33
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for INEL>0 collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table33.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
64.0,63.5,64.5,0.003112,0.0004122,-0.0004122
65.0,64.5,65.5,0.002933,0.0003965,-0.0003965
66.0,65.5,66.5,0.002713,0.0003742,-0.0003742
67.0,66.5,67.5,0.002567,0.0003612,-0.0003612
68.0,67.5,68.5,0.002419,0.0003468,-0.0003468
69.0,68.5,69.5,0.002277,0.0003328,-0.0003328
70.0,69.5,70.5,0.002171,0.0003232,-0.0003232
71.0,70.5,71.5,0.002023,0.0003064,-0.0003064
72.0,71.5,72.5,0.001928,0.0002974,-0.0002974
73.0,72.5,73.5,0.001794,0.0002818,-0.0002818
74.0,73.5,74.5,0.001689,0.0002697,-0.0002697
75.0,74.5,75.5,0.001597,0.0002591,-0.0002591
76.0,75.5,76.5,0.001487,0.0002455,-0.0002455
77.0,76.5,77.5,0.001397,0.0002345,-0.0002345
78.0,77.5,78.5,0.001305,0.0002224,-0.0002224
79.0,78.5,79.5,0.001236,0.0002142,-0.0002142
80.0,79.5,80.5,0.001159,0.000204,-0.000204
81.0,80.5,81.5,0.001084,0.0001935,-0.0001935
82.0,81.5,82.5,0.001028,0.0001865,-0.0001865
83.0,82.5,83.5,0.0009458,0.0001737,-0.0001737
84.0,83.5,84.5,0.0009072,0.0001691,-0.0001691
85.0,84.5,85.5,0.0008439,0.0001599,-0.0001599
86.0,85.5,86.5,0.0007938,0.000152,-0.000152
87.0,86.5,87.5,0.0007295,0.0001422,-0.0001422
88.0,87.5,88.5,0.0006806,0.0001349,-0.0001349
89.0,88.5,89.5,0.0006407,0.0001283,-0.0001283
90.0,89.5,90.5,0.0005944,0.0001208,-0.0001208
91.0,90.5,91.5,0.000555,0.0001142,-0.0001142
92.0,91.5,92.5,0.0005214,0.0001086,-0.0001086
93.0,92.5,93.5,0.0004842,0.0001022,-0.0001022
94.0,93.5,94.5,0.0004546,9.724e-05,-9.724e-05
95.0,94.5,95.5,0.0004161,9.028e-05,-9.028e-05
96.0,95.5,96.5,0.0003864,8.466e-05,-8.466e-05
97.0,96.5,97.5,0.0003659,8.113e-05,-8.113e-05
98.0,97.5,98.5,0.0003385,7.59e-05,-7.59e-05
99.0,98.5,99.5,0.0003091,7e-05,-7e-05
100.0,99.5,100.5,0.0002916,6.715e-05,-6.715e-05
101.0,100.5,101.5,0.0002682,6.244e-05,-6.244e-05
102.0,101.5,102.5,0.000248,5.823e-05,-5.823e-05
103.0,102.5,103.5,0.0002298,5.462e-05,-5.462e-05
104.0,103.5,104.5,0.0002187,5.247e-05,-5.247e-05

