#: table_doi: 10.17182/hepdata.78802.v1/t12
#: name: Table 12
#: description: Multiplicity distribution in the pseudorapidity region -2.4 to 2.4 for NSD collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table12.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.4-2.4
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.05518,0.008051,-0.008051
1.0,0.5,1.5,0.01226,0.002344,-0.002344
2.0,1.5,2.5,0.01147,0.001517,-0.001517
3.0,2.5,3.5,0.01327,0.001488,-0.001488
4.0,3.5,4.5,0.01568,0.001818,-0.001818
5.0,4.5,5.5,0.01843,0.002101,-0.002101
6.0,5.5,6.5,0.02069,0.002201,-0.002201
7.0,6.5,7.5,0.02283,0.002237,-0.002237
8.0,7.5,8.5,0.02406,0.002201,-0.002201
9.0,8.5,9.5,0.02466,0.002141,-0.002141
10.0,9.5,10.5,0.02443,0.001986,-0.001986
11.0,10.5,11.5,0.02418,0.001796,-0.001796
12.0,11.5,12.5,0.02368,0.001548,-0.001548
13.0,12.5,13.5,0.02314,0.001341,-0.001341
14.0,13.5,14.5,0.0222,0.001158,-0.001158
15.0,14.5,15.5,0.02124,0.00092,-0.00092
16.0,15.5,16.5,0.02052,0.0008384,-0.0008384
17.0,16.5,17.5,0.01968,0.0006195,-0.0006195
18.0,17.5,18.5,0.0189,0.0003742,-0.0003742
19.0,18.5,19.5,0.01827,0.0004997,-0.0004997
20.0,19.5,20.5,0.01775,0.0005572,-0.0005572
21.0,20.5,21.5,0.01692,0.0005678,-0.0005678
22.0,21.5,22.5,0.0164,0.0005998,-0.0005998
23.0,22.5,23.5,0.01594,0.0004844,-0.0004844
24.0,23.5,24.5,0.01529,0.0003376,-0.0003376
25.0,24.5,25.5,0.01503,0.000639,-0.000639
26.0,25.5,26.5,0.01439,0.0008301,-0.0008301
27.0,26.5,27.5,0.01397,0.0009551,-0.0009551
28.0,27.5,28.5,0.01356,0.0005927,-0.0005927
29.0,28.5,29.5,0.01306,0.001037,-0.001037
30.0,29.5,30.5,0.01269,0.0007172,-0.0007172
31.0,30.5,31.5,0.01236,0.0008191,-0.0008191
32.0,31.5,32.5,0.01176,0.0008701,-0.0008701
33.0,32.5,33.5,0.01143,0.001006,-0.001006
34.0,33.5,34.5,0.01106,0.0008323,-0.0008323
35.0,34.5,35.5,0.01067,0.0008864,-0.0008864
36.0,35.5,36.5,0.01048,0.0009229,-0.0009229
37.0,36.5,37.5,0.01003,0.0007851,-0.0007851
38.0,37.5,38.5,0.009933,0.0008007,-0.0008007
39.0,38.5,39.5,0.009714,0.0008115,-0.0008115
40.0,39.5,40.5,0.009406,0.0008014,-0.0008014
41.0,40.5,41.5,0.009189,0.0008017,-0.0008017
42.0,41.5,42.5,0.008929,0.0007944,-0.0007944
43.0,42.5,43.5,0.008632,0.0007872,-0.0007872
44.0,43.5,44.5,0.008414,0.000779,-0.000779
45.0,44.5,45.5,0.008211,0.0007761,-0.0007761
46.0,45.5,46.5,0.007993,0.0007733,-0.0007733
47.0,46.5,47.5,0.007779,0.0007653,-0.0007653
48.0,47.5,48.5,0.007563,0.0007639,-0.0007639
49.0,48.5,49.5,0.007354,0.0007605,-0.0007605
50.0,49.5,50.5,0.007124,0.000754,-0.000754
51.0,50.5,51.5,0.006964,0.0007563,-0.0007563
52.0,51.5,52.5,0.006831,0.0007632,-0.0007632
53.0,52.5,53.5,0.006536,0.0007455,-0.0007455
54.0,53.5,54.5,0.00637,0.0007451,-0.0007451
55.0,54.5,55.5,0.006186,0.000741,-0.000741
56.0,55.5,56.5,0.006025,0.0007398,-0.0007398
57.0,56.5,57.5,0.005839,0.0007344,-0.0007344
58.0,57.5,58.5,0.005703,0.0007322,-0.0007322
59.0,58.5,59.5,0.005531,0.0007265,-0.0007265
60.0,59.5,60.5,0.00538,0.0007215,-0.0007215
61.0,60.5,61.5,0.005205,0.0007136,-0.0007136
62.0,61.5,62.5,0.005044,0.0007064,-0.0007064
63.0,62.5,63.5,0.004872,0.0006957,-0.0006957
64.0,63.5,64.5,0.004768,0.0006964,-0.0006964
65.0,64.5,65.5,0.00465,0.0006925,-0.0006925
66.0,65.5,66.5,0.004495,0.0006837,-0.0006837
67.0,66.5,67.5,0.004353,0.0006726,-0.0006726
68.0,67.5,68.5,0.004233,0.0006664,-0.0006664
69.0,68.5,69.5,0.004081,0.0006563,-0.0006563
70.0,69.5,70.5,0.003946,0.000642,-0.000642
71.0,70.5,71.5,0.003807,0.0006301,-0.0006301
72.0,71.5,72.5,0.003753,0.00063,-0.00063
73.0,72.5,73.5,0.003611,0.0006115,-0.0006115
74.0,73.5,74.5,0.003457,0.0005959,-0.0005959
75.0,74.5,75.5,0.003346,0.000581,-0.000581
76.0,75.5,76.5,0.003253,0.0005714,-0.0005714
77.0,76.5,77.5,0.003137,0.0005554,-0.0005554
78.0,77.5,78.5,0.003011,0.0005394,-0.0005394
79.0,78.5,79.5,0.002951,0.0005337,-0.0005337
80.0,79.5,80.5,0.002848,0.0005191,-0.0005191
81.0,80.5,81.5,0.002757,0.0005053,-0.0005053
82.0,81.5,82.5,0.002672,0.0004965,-0.0004965
83.0,82.5,83.5,0.002576,0.000484,-0.000484
84.0,83.5,84.5,0.002502,0.0004748,-0.0004748
85.0,84.5,85.5,0.002391,0.0004588,-0.0004588
86.0,85.5,86.5,0.002326,0.0004519,-0.0004519
87.0,86.5,87.5,0.002231,0.0004384,-0.0004384
88.0,87.5,88.5,0.002169,0.0004325,-0.0004325
89.0,88.5,89.5,0.002101,0.0004269,-0.0004269
90.0,89.5,90.5,0.002018,0.000416,-0.000416
91.0,90.5,91.5,0.001942,0.0004038,-0.0004038
92.0,91.5,92.5,0.001875,0.0003961,-0.0003961
93.0,92.5,93.5,0.001806,0.000388,-0.000388
94.0,93.5,94.5,0.001742,0.0003778,-0.0003778
95.0,94.5,95.5,0.001684,0.0003703,-0.0003703
96.0,95.5,96.5,0.001607,0.0003576,-0.0003576
97.0,96.5,97.5,0.001558,0.0003519,-0.0003519
98.0,97.5,98.5,0.001497,0.0003412,-0.0003412
99.0,98.5,99.5,0.001433,0.0003291,-0.0003291
100.0,99.5,100.5,0.001389,0.0003218,-0.0003218
101.0,100.5,101.5,0.001337,0.0003146,-0.0003146
102.0,101.5,102.5,0.001287,0.0003053,-0.0003053
103.0,102.5,103.5,0.001235,0.0002956,-0.0002956
104.0,103.5,104.5,0.001196,0.0002895,-0.0002895
105.0,104.5,105.5,0.001146,0.0002805,-0.0002805
106.0,105.5,106.5,0.001092,0.0002681,-0.0002681
107.0,106.5,107.5,0.00105,0.0002617,-0.0002617
108.0,107.5,108.5,0.001019,0.0002568,-0.0002568
109.0,108.5,109.5,0.0009782,0.0002479,-0.0002479
110.0,109.5,110.5,0.0009466,0.0002443,-0.0002443
111.0,110.5,111.5,0.0009018,0.0002346,-0.0002346
112.0,111.5,112.5,0.0008701,0.0002299,-0.0002299
113.0,112.5,113.5,0.0008287,0.0002204,-0.0002204
114.0,113.5,114.5,0.0008004,0.0002174,-0.0002174
115.0,114.5,115.5,0.0007691,0.0002112,-0.0002112
116.0,115.5,116.5,0.0007429,0.0002067,-0.0002067
117.0,116.5,117.5,0.0007031,0.0001981,-0.0001981
118.0,117.5,118.5,0.0006757,0.0001929,-0.0001929
119.0,118.5,119.5,0.0006491,0.0001873,-0.0001873
120.0,119.5,120.5,0.00062,0.0001807,-0.0001807
121.0,120.5,121.5,0.0006039,0.0001791,-0.0001791
122.0,121.5,122.5,0.0005765,0.0001717,-0.0001717
123.0,122.5,123.5,0.0005472,0.0001654,-0.0001654
124.0,123.5,124.5,0.0005269,0.0001613,-0.0001613
125.0,124.5,125.5,0.0005015,0.0001547,-0.0001547
126.0,125.5,126.5,0.0004796,0.0001491,-0.0001491
