#: table_doi: 10.17182/hepdata.78802.v1/t55
#: name: Table 55
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 5.0 in NSD collisions at center-of-mass energy 7000 GeV.
#: data_file: Table55.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.98
'n1',0.37
'k1',23.17
'n2',3.52
'k2',77.02
'lambda',3.11

#: NUM,2.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.3
'k1',20.74
'n2',4.18
'k2',66.4
'lambda',2.54

#: NUM,3.0
#: ETARAP,-3.4-5.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.9
'n1',0.16
'k1',18.52
'n2',9.63
'k2',53.51
'lambda',1.97

