#: table_doi: 10.17182/hepdata.78802.v1/t34
#: name: Table 34
#: description: Multiplicity distribution in the pseudorapidity region -3.4 to 3.4 for INEL>0 collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table34.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.4-3.4
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
1.0,0.5,1.5,0.02323,0.008172,-0.008172
2.0,1.5,2.5,0.01829,0.005697,-0.005697
3.0,2.5,3.5,0.01398,0.003287,-0.003287
4.0,3.5,4.5,0.01193,0.002079,-0.002079
5.0,4.5,5.5,0.01269,0.001607,-0.001607
6.0,5.5,6.5,0.01425,0.001366,-0.001366
7.0,6.5,7.5,0.01676,0.001484,-0.001484
8.0,7.5,8.5,0.01944,0.001699,-0.001699
9.0,8.5,9.5,0.02163,0.001933,-0.001933
10.0,9.5,10.5,0.02322,0.002107,-0.002107
11.0,10.5,11.5,0.0248,0.002232,-0.002232
12.0,11.5,12.5,0.02629,0.002281,-0.002281
13.0,12.5,13.5,0.02672,0.002176,-0.002176
14.0,13.5,14.5,0.02756,0.002056,-0.002056
15.0,14.5,15.5,0.02768,0.001861,-0.001861
16.0,15.5,16.5,0.02704,0.001612,-0.001612
17.0,16.5,17.5,0.027,0.00142,-0.00142
18.0,17.5,18.5,0.02623,0.001232,-0.001232
19.0,18.5,19.5,0.02523,0.001093,-0.001093
20.0,19.5,20.5,0.0243,0.0009522,-0.0009522
21.0,20.5,21.5,0.02321,0.0007173,-0.0007173
22.0,21.5,22.5,0.0222,0.0003314,-0.0003314
23.0,22.5,23.5,0.02137,0.0004715,-0.0004715
24.0,23.5,24.5,0.02036,0.0005729,-0.0005729
25.0,24.5,25.5,0.01974,0.0005212,-0.0005212
26.0,25.5,26.5,0.01898,0.0004421,-0.0004421
27.0,26.5,27.5,0.01815,0.000432,-0.000432
28.0,27.5,28.5,0.01771,0.0004172,-0.0004172
29.0,28.5,29.5,0.01726,0.0004065,-0.0004065
30.0,29.5,30.5,0.01649,0.0003911,-0.0003911
31.0,30.5,31.5,0.01604,0.0004146,-0.0004146
32.0,31.5,32.5,0.01546,0.0004597,-0.0004597
