#: table_doi: 10.17182/hepdata.78802.v1/t51
#: name: Table 51
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in NSD collisions at center-of-mass energy 7000 GeV.
#: data_file: Table51.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.96
'n1',0.36
'k1',10.72
'n2',2.92
'k2',37.66
'lambda',2.53

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.37
'k1',10.63
'n2',2.91
'k2',36.84
'lambda',2.51

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.93
'n1',0.38
'k1',10.56
'n2',2.89
'k2',36.05
'lambda',2.51

