#: table_doi: 10.17182/hepdata.78802.v1/t26
#: name: Table 26
#: description: Multiplicity distribution in the pseudorapidity region -2.0 to 2.0 for INEL collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table26.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.0-2.0
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.2083,0.0582,-0.0582
1.0,0.5,1.5,0.02441,0.003058,-0.003058
2.0,1.5,2.5,0.02275,0.001901,-0.001901
3.0,2.5,3.5,0.0227,0.001748,-0.001748
4.0,3.5,4.5,0.02494,0.001873,-0.001873
5.0,4.5,5.5,0.0269,0.00171,-0.00171
6.0,5.5,6.5,0.02774,0.001525,-0.001525
7.0,6.5,7.5,0.02783,0.001444,-0.001444
8.0,7.5,8.5,0.02714,0.001349,-0.001349
9.0,8.5,9.5,0.02558,0.001206,-0.001206
10.0,9.5,10.5,0.02457,0.001071,-0.001071
11.0,10.5,11.5,0.0232,0.0009259,-0.0009259
12.0,11.5,12.5,0.02188,0.0007794,-0.0007794
13.0,12.5,13.5,0.0206,0.0006183,-0.0006183
14.0,13.5,14.5,0.01936,0.0004428,-0.0004428
15.0,14.5,15.5,0.01849,0.0002594,-0.0002594
16.0,15.5,16.5,0.01719,0.0003149,-0.0003149
17.0,16.5,17.5,0.01641,0.0003172,-0.0003172
18.0,17.5,18.5,0.01562,0.000483,-0.000483
19.0,18.5,19.5,0.0149,0.0004052,-0.0004052
20.0,19.5,20.5,0.01431,0.0004143,-0.0004143
21.0,20.5,21.5,0.01368,0.0004822,-0.0004822
22.0,21.5,22.5,0.01307,0.0005072,-0.0005072
23.0,22.5,23.5,0.01255,0.0008039,-0.0008039
24.0,23.5,24.5,0.012,0.0006527,-0.0006527
25.0,24.5,25.5,0.01145,0.0004526,-0.0004526
26.0,25.5,26.5,0.01109,0.000469,-0.000469
27.0,26.5,27.5,0.01061,0.0004838,-0.0004838
28.0,27.5,28.5,0.01019,0.0004914,-0.0004914
29.0,28.5,29.5,0.009783,0.0004979,-0.0004979
30.0,29.5,30.5,0.00936,0.000496,-0.000496
31.0,30.5,31.5,0.009131,0.0004941,-0.0004941
32.0,31.5,32.5,0.008853,0.0004898,-0.0004898
33.0,32.5,33.5,0.008533,0.0004776,-0.0004776
34.0,33.5,34.5,0.008224,0.0004623,-0.0004623
35.0,34.5,35.5,0.008035,0.0004551,-0.0004551
36.0,35.5,36.5,0.007747,0.0004424,-0.0004424
37.0,36.5,37.5,0.007538,0.0004353,-0.0004353
38.0,37.5,38.5,0.007236,0.0004225,-0.0004225
39.0,38.5,39.5,0.007028,0.000416,-0.000416
40.0,39.5,40.5,0.0067,0.0004063,-0.0004063
41.0,40.5,41.5,0.006511,0.0004046,-0.0004046
42.0,41.5,42.5,0.006273,0.0003991,-0.0003991
43.0,42.5,43.5,0.006051,0.0003958,-0.0003958
44.0,43.5,44.5,0.005834,0.0003924,-0.0003924
45.0,44.5,45.5,0.005663,0.0003917,-0.0003917
46.0,45.5,46.5,0.005417,0.0003821,-0.0003821
47.0,46.5,47.5,0.00526,0.0003806,-0.0003806
48.0,47.5,48.5,0.004994,0.0003709,-0.0003709
49.0,48.5,49.5,0.004901,0.0003709,-0.0003709
50.0,49.5,50.5,0.004741,0.0003693,-0.0003693
51.0,50.5,51.5,0.004536,0.0003588,-0.0003588
52.0,51.5,52.5,0.004335,0.0003513,-0.0003513
53.0,52.5,53.5,0.004218,0.0003487,-0.0003487
54.0,53.5,54.5,0.004055,0.0003412,-0.0003412
55.0,54.5,55.5,0.003886,0.0003358,-0.0003358
56.0,55.5,56.5,0.003765,0.0003315,-0.0003315
57.0,56.5,57.5,0.003586,0.0003197,-0.0003197
58.0,57.5,58.5,0.003441,0.0003124,-0.0003124
59.0,58.5,59.5,0.003336,0.000308,-0.000308
60.0,59.5,60.5,0.0032,0.0003021,-0.0003021
61.0,60.5,61.5,0.003076,0.0002949,-0.0002949
62.0,61.5,62.5,0.002946,0.0002841,-0.0002841
63.0,62.5,63.5,0.00287,0.0002812,-0.0002812
64.0,63.5,64.5,0.002744,0.0002726,-0.0002726
65.0,64.5,65.5,0.002625,0.0002633,-0.0002633
66.0,65.5,66.5,0.002512,0.0002535,-0.0002535
67.0,66.5,67.5,0.002427,0.0002486,-0.0002486
68.0,67.5,68.5,0.002296,0.0002359,-0.0002359
69.0,68.5,69.5,0.002226,0.0002324,-0.0002324
70.0,69.5,70.5,0.002118,0.0002229,-0.0002229
71.0,70.5,71.5,0.002042,0.0002173,-0.0002173
72.0,71.5,72.5,0.001952,0.0002094,-0.0002094
73.0,72.5,73.5,0.00188,0.0002057,-0.0002057
74.0,73.5,74.5,0.001778,0.0001982,-0.0001982
75.0,74.5,75.5,0.001718,0.0001936,-0.0001936
76.0,75.5,76.5,0.001662,0.0001902,-0.0001902
77.0,76.5,77.5,0.001567,0.0001828,-0.0001828
78.0,77.5,78.5,0.001499,0.0001772,-0.0001772
79.0,78.5,79.5,0.001435,0.0001729,-0.0001729
80.0,79.5,80.5,0.001374,0.0001673,-0.0001673
81.0,80.5,81.5,0.001301,0.0001604,-0.0001604
82.0,81.5,82.5,0.001244,0.0001547,-0.0001547
83.0,82.5,83.5,0.001177,0.0001483,-0.0001483
84.0,83.5,84.5,0.001137,0.0001456,-0.0001456
85.0,84.5,85.5,0.001072,0.0001381,-0.0001381
86.0,85.5,86.5,0.001022,0.0001329,-0.0001329
87.0,86.5,87.5,0.0009854,0.0001293,-0.0001293
88.0,87.5,88.5,0.0009263,0.0001224,-0.0001224
89.0,88.5,89.5,0.0008818,0.0001159,-0.0001159
90.0,89.5,90.5,0.00084,0.000111,-0.000111
91.0,90.5,91.5,0.0008046,0.0001067,-0.0001067
92.0,91.5,92.5,0.0007564,0.0001009,-0.0001009
93.0,92.5,93.5,0.0007164,9.579e-05,-9.579e-05
94.0,93.5,94.5,0.0006893,9.31e-05,-9.31e-05
95.0,94.5,95.5,0.0006511,8.941e-05,-8.941e-05
96.0,95.5,96.5,0.0006178,8.509e-05,-8.509e-05
97.0,96.5,97.5,0.0005905,8.241e-05,-8.241e-05
98.0,97.5,98.5,0.0005619,8.015e-05,-8.015e-05
99.0,98.5,99.5,0.000535,7.781e-05,-7.781e-05
100.0,99.5,100.5,0.0005062,7.515e-05,-7.515e-05
101.0,100.5,101.5,0.0004846,7.369e-05,-7.369e-05
102.0,101.5,102.5,0.0004555,7.121e-05,-7.121e-05
103.0,102.5,103.5,0.0004305,6.884e-05,-6.884e-05
104.0,103.5,104.5,0.00041,6.699e-05,-6.699e-05
105.0,104.5,105.5,0.000391,6.556e-05,-6.556e-05
106.0,105.5,106.5,0.0003702,6.379e-05,-6.379e-05
107.0,106.5,107.5,0.0003513,6.13e-05,-6.13e-05
108.0,107.5,108.5,0.0003316,5.903e-05,-5.903e-05
109.0,108.5,109.5,0.0003137,5.663e-05,-5.663e-05
110.0,109.5,110.5,0.0003,5.48e-05,-5.48e-05
111.0,110.5,111.5,0.0002822,5.249e-05,-5.249e-05
112.0,111.5,112.5,0.000264,4.902e-05,-4.902e-05
113.0,112.5,113.5,0.0002503,4.632e-05,-4.632e-05
114.0,113.5,114.5,0.0002366,4.398e-05,-4.398e-05
115.0,114.5,115.5,0.000224,4.118e-05,-4.118e-05
116.0,115.5,116.5,0.0002103,3.868e-05,-3.868e-05
117.0,116.5,117.5,0.0001979,3.609e-05,-3.609e-05
118.0,117.5,118.5,0.0001909,3.463e-05,-3.463e-05
119.0,118.5,119.5,0.0001766,3.163e-05,-3.163e-05
120.0,119.5,120.5,0.000166,2.963e-05,-2.963e-05
121.0,120.5,121.5,0.0001582,2.792e-05,-2.792e-05
122.0,121.5,122.5,0.0001487,2.595e-05,-2.595e-05
123.0,122.5,123.5,0.0001397,2.424e-05,-2.424e-05
124.0,123.5,124.5,0.0001328,2.283e-05,-2.283e-05
125.0,124.5,125.5,0.0001236,2.119e-05,-2.119e-05
126.0,125.5,126.5,0.0001175,2.024e-05,-2.024e-05
127.0,126.5,127.5,0.0001113,1.91e-05,-1.91e-05
128.0,127.5,128.5,0.0001053,1.824e-05,-1.824e-05
129.0,128.5,129.5,9.932e-05,1.746e-05,-1.746e-05
130.0,129.5,130.5,9.391e-05,1.668e-05,-1.668e-05
131.0,130.5,131.5,8.809e-05,1.586e-05,-1.586e-05
132.0,131.5,132.5,8.355e-05,1.501e-05,-1.501e-05
133.0,132.5,133.5,7.866e-05,1.411e-05,-1.411e-05
134.0,133.5,134.5,7.361e-05,1.337e-05,-1.337e-05
135.0,134.5,135.5,6.836e-05,1.261e-05,-1.261e-05
136.0,135.5,136.5,6.388e-05,1.178e-05,-1.178e-05
137.0,136.5,137.5,5.975e-05,1.132e-05,-1.132e-05
138.0,137.5,138.5,5.646e-05,1.09e-05,-1.09e-05

