#: table_doi: 10.17182/hepdata.78802.v1/t61
#: name: Table 61
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in INEL collisions at center-of-mass energy 900 GeV.
#: data_file: Table61.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.81
'n1',0.61
'k1',10.25
'n2',2.77
'k2',26.59
'lambda',4.24

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.81
'n1',0.64
'k1',10.44
'n2',2.69
'k2',27.03
'lambda',4.45

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.81
'n1',0.68
'k1',10.67
'n2',2.61
'k2',27.62
'lambda',4.73

