#: table_doi: 10.17182/hepdata.78802.v1/t27
#: name: Table 27
#: description: Multiplicity distribution in the pseudorapidity region -2.4 to 2.4 for INEL collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table27.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.4-2.4
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.2011,0.05643,-0.05643
1.0,0.5,1.5,0.02086,0.004563,-0.004563
2.0,1.5,2.5,0.01792,0.002818,-0.002818
3.0,2.5,3.5,0.017,0.002172,-0.002172
4.0,3.5,4.5,0.018,0.002133,-0.002133
5.0,4.5,5.5,0.02029,0.002297,-0.002297
6.0,5.5,6.5,0.02163,0.002285,-0.002285
7.0,6.5,7.5,0.02322,0.002278,-0.002278
8.0,7.5,8.5,0.02388,0.002192,-0.002192
9.0,8.5,9.5,0.0236,0.002051,-0.002051
10.0,9.5,10.5,0.02272,0.001849,-0.001849
11.0,10.5,11.5,0.02204,0.001636,-0.001636
12.0,11.5,12.5,0.02103,0.001373,-0.001373
13.0,12.5,13.5,0.02016,0.001164,-0.001164
14.0,13.5,14.5,0.01907,0.000991,-0.000991
15.0,14.5,15.5,0.0178,0.0007644,-0.0007644
16.0,15.5,16.5,0.01709,0.0006921,-0.0006921
17.0,16.5,17.5,0.01602,0.0005002,-0.0005002
18.0,17.5,18.5,0.01538,0.0002975,-0.0002975
19.0,18.5,19.5,0.01463,0.0003992,-0.0003992
20.0,19.5,20.5,0.01412,0.0004415,-0.0004415
21.0,20.5,21.5,0.01336,0.0004474,-0.0004474
22.0,21.5,22.5,0.01301,0.0004743,-0.0004743
23.0,22.5,23.5,0.01255,0.0003804,-0.0003804
24.0,23.5,24.5,0.01195,0.0002625,-0.0002625
25.0,24.5,25.5,0.01176,0.0004996,-0.0004996
26.0,25.5,26.5,0.01121,0.0006465,-0.0006465
27.0,26.5,27.5,0.01093,0.0007476,-0.0007476
28.0,27.5,28.5,0.01045,0.000457,-0.000457
29.0,28.5,29.5,0.01008,0.0007996,-0.0007996
30.0,29.5,30.5,0.009733,0.0005501,-0.0005501
31.0,30.5,31.5,0.0095,0.0006297,-0.0006297
32.0,31.5,32.5,0.009027,0.0006678,-0.0006678
33.0,32.5,33.5,0.008709,0.0007667,-0.0007667
34.0,33.5,34.5,0.00845,0.0006355,-0.0006355
35.0,34.5,35.5,0.008161,0.0006779,-0.0006779
36.0,35.5,36.5,0.00796,0.0007012,-0.0007012
37.0,36.5,37.5,0.007616,0.0005958,-0.0005958
38.0,37.5,38.5,0.007536,0.0006074,-0.0006074
39.0,38.5,39.5,0.007404,0.0006185,-0.0006185
40.0,39.5,40.5,0.007234,0.0006163,-0.0006163
41.0,40.5,41.5,0.007017,0.0006122,-0.0006122
42.0,41.5,42.5,0.006802,0.000605,-0.000605
43.0,42.5,43.5,0.00661,0.0006027,-0.0006027
44.0,43.5,44.5,0.006414,0.0005938,-0.0005938
45.0,44.5,45.5,0.006262,0.0005918,-0.0005918
46.0,45.5,46.5,0.006071,0.0005873,-0.0005873
47.0,46.5,47.5,0.005943,0.0005847,-0.0005847
48.0,47.5,48.5,0.005723,0.000578,-0.000578
49.0,48.5,49.5,0.005557,0.0005746,-0.0005746
50.0,49.5,50.5,0.005407,0.0005722,-0.0005722
51.0,50.5,51.5,0.005286,0.000574,-0.000574
52.0,51.5,52.5,0.00518,0.0005787,-0.0005787
53.0,52.5,53.5,0.004927,0.000562,-0.000562
54.0,53.5,54.5,0.004812,0.0005628,-0.0005628
55.0,54.5,55.5,0.004649,0.0005569,-0.0005569
56.0,55.5,56.5,0.004512,0.000554,-0.000554
57.0,56.5,57.5,0.004392,0.0005524,-0.0005524
58.0,57.5,58.5,0.004266,0.0005477,-0.0005477
59.0,58.5,59.5,0.004129,0.0005423,-0.0005423
60.0,59.5,60.5,0.003975,0.000533,-0.000533
61.0,60.5,61.5,0.003887,0.0005329,-0.0005329
62.0,61.5,62.5,0.003741,0.000524,-0.000524
63.0,62.5,63.5,0.003609,0.0005153,-0.0005153
64.0,63.5,64.5,0.00355,0.0005186,-0.0005186
65.0,64.5,65.5,0.003442,0.0005126,-0.0005126
66.0,65.5,66.5,0.003339,0.0005079,-0.0005079
67.0,66.5,67.5,0.003214,0.0004966,-0.0004966
68.0,67.5,68.5,0.003123,0.0004916,-0.0004916
69.0,68.5,69.5,0.002998,0.0004822,-0.0004822
70.0,69.5,70.5,0.002895,0.000471,-0.000471
71.0,70.5,71.5,0.002787,0.0004611,-0.0004611
72.0,71.5,72.5,0.002745,0.0004607,-0.0004607
73.0,72.5,73.5,0.002637,0.0004466,-0.0004466
74.0,73.5,74.5,0.002509,0.0004323,-0.0004323
75.0,74.5,75.5,0.00245,0.0004255,-0.0004255
76.0,75.5,76.5,0.002371,0.0004166,-0.0004166
77.0,76.5,77.5,0.00226,0.0004002,-0.0004002
78.0,77.5,78.5,0.002175,0.0003895,-0.0003895
79.0,78.5,79.5,0.002123,0.000384,-0.000384
80.0,79.5,80.5,0.002069,0.000377,-0.000377
81.0,80.5,81.5,0.002008,0.000368,-0.000368
82.0,81.5,82.5,0.001942,0.0003608,-0.0003608
83.0,82.5,83.5,0.001874,0.0003521,-0.0003521
84.0,83.5,84.5,0.001814,0.0003442,-0.0003442
85.0,84.5,85.5,0.001732,0.0003325,-0.0003325
86.0,85.5,86.5,0.001672,0.0003248,-0.0003248
87.0,86.5,87.5,0.001603,0.000315,-0.000315
88.0,87.5,88.5,0.001561,0.0003114,-0.0003114
89.0,88.5,89.5,0.0015,0.0003049,-0.0003049
90.0,89.5,90.5,0.001447,0.0002982,-0.0002982
91.0,90.5,91.5,0.001377,0.0002863,-0.0002863
92.0,91.5,92.5,0.001342,0.0002835,-0.0002835
93.0,92.5,93.5,0.001289,0.0002769,-0.0002769
94.0,93.5,94.5,0.001238,0.0002685,-0.0002685
95.0,94.5,95.5,0.001193,0.0002622,-0.0002622
96.0,95.5,96.5,0.00113,0.0002515,-0.0002515
97.0,96.5,97.5,0.001092,0.0002467,-0.0002467
98.0,97.5,98.5,0.001046,0.0002384,-0.0002384
99.0,98.5,99.5,0.001004,0.0002305,-0.0002305
100.0,99.5,100.5,0.0009787,0.0002267,-0.0002267
101.0,100.5,101.5,0.0009326,0.0002194,-0.0002194
102.0,101.5,102.5,0.0008901,0.0002112,-0.0002112
103.0,102.5,103.5,0.0008556,0.0002047,-0.0002047
104.0,103.5,104.5,0.0008267,0.0002001,-0.0002001
105.0,104.5,105.5,0.0008029,0.0001965,-0.0001965
106.0,105.5,106.5,0.0007585,0.0001862,-0.0001862
107.0,106.5,107.5,0.0007316,0.0001823,-0.0001823
108.0,107.5,108.5,0.0006989,0.0001761,-0.0001761
109.0,108.5,109.5,0.0006701,0.0001698,-0.0001698
110.0,109.5,110.5,0.0006492,0.0001675,-0.0001675
111.0,110.5,111.5,0.0006109,0.0001589,-0.0001589
112.0,111.5,112.5,0.0005887,0.0001555,-0.0001555
113.0,112.5,113.5,0.0005677,0.000151,-0.000151
114.0,113.5,114.5,0.0005387,0.0001463,-0.0001463
115.0,114.5,115.5,0.0005162,0.0001418,-0.0001418
116.0,115.5,116.5,0.0005004,0.0001392,-0.0001392
117.0,116.5,117.5,0.0004697,0.0001323,-0.0001323
118.0,117.5,118.5,0.0004484,0.000128,-0.000128
119.0,118.5,119.5,0.0004304,0.0001242,-0.0001242
120.0,119.5,120.5,0.0004127,0.0001202,-0.0001202
121.0,120.5,121.5,0.0003963,0.0001175,-0.0001175
122.0,121.5,122.5,0.0003778,0.0001125,-0.0001125
123.0,122.5,123.5,0.0003586,0.0001084,-0.0001084
124.0,123.5,124.5,0.0003469,0.0001062,-0.0001062
125.0,124.5,125.5,0.0003266,0.0001007,-0.0001007
126.0,125.5,126.5,0.000313,9.733e-05,-9.733e-05
127.0,126.5,127.5,0.0002997,9.404e-05,-9.404e-05
128.0,127.5,128.5,0.0002858,9.014e-05,-9.014e-05
129.0,128.5,129.5,0.0002707,8.585e-05,-8.585e-05
130.0,129.5,130.5,0.0002611,8.322e-05,-8.322e-05
131.0,130.5,131.5,0.00025,8.032e-05,-8.032e-05
132.0,131.5,132.5,0.0002373,7.623e-05,-7.623e-05
133.0,132.5,133.5,0.0002264,7.291e-05,-7.291e-05
134.0,133.5,134.5,0.0002192,7.075e-05,-7.075e-05
135.0,134.5,135.5,0.0002067,6.748e-05,-6.748e-05
136.0,135.5,136.5,0.0001948,6.366e-05,-6.366e-05
137.0,136.5,137.5,0.0001853,6.056e-05,-6.056e-05
138.0,137.5,138.5,0.0001794,5.913e-05,-5.913e-05
139.0,138.5,139.5,0.0001709,5.631e-05,-5.631e-05
140.0,139.5,140.5,0.0001622,5.366e-05,-5.366e-05
141.0,140.5,141.5,0.0001558,5.152e-05,-5.152e-05
142.0,141.5,142.5,0.0001483,4.939e-05,-4.939e-05
143.0,142.5,143.5,0.0001421,4.758e-05,-4.758e-05
144.0,143.5,144.5,0.0001354,4.512e-05,-4.512e-05
145.0,144.5,145.5,0.0001288,4.308e-05,-4.308e-05
146.0,145.5,146.5,0.0001243,4.226e-05,-4.226e-05
147.0,146.5,147.5,0.0001171,3.955e-05,-3.955e-05
148.0,147.5,148.5,0.0001114,3.806e-05,-3.806e-05
149.0,148.5,149.5,0.0001038,3.547e-05,-3.547e-05
150.0,149.5,150.5,0.000101,3.49e-05,-3.49e-05
151.0,150.5,151.5,9.483e-05,3.276e-05,-3.276e-05
152.0,151.5,152.5,9.097e-05,3.166e-05,-3.166e-05
153.0,152.5,153.5,8.674e-05,3.043e-05,-3.043e-05
154.0,153.5,154.5,8.199e-05,2.917e-05,-2.917e-05
155.0,154.5,155.5,7.758e-05,2.776e-05,-2.776e-05
156.0,155.5,156.5,7.289e-05,2.643e-05,-2.643e-05
157.0,156.5,157.5,6.949e-05,2.519e-05,-2.519e-05
158.0,157.5,158.5,6.438e-05,2.36e-05,-2.36e-05
159.0,158.5,159.5,6.193e-05,2.284e-05,-2.284e-05

