#: table_doi: 10.17182/hepdata.78802.v1/t43
#: name: Table 43
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for INEL>0 collisions at a centre-of-mass energy of 8000 GeV.
#: data_file: Table43.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 8000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,8000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
1.0,0.5,1.5,0.01804,0.006273,-0.006273
2.0,1.5,2.5,0.01682,0.004775,-0.004775
3.0,2.5,3.5,0.01262,0.002662,-0.002662
4.0,3.5,4.5,0.01224,0.002015,-0.002015
5.0,4.5,5.5,0.01316,0.001685,-0.001685
6.0,5.5,6.5,0.01541,0.001886,-0.001886
7.0,6.5,7.5,0.01783,0.002135,-0.002135
8.0,7.5,8.5,0.02034,0.002388,-0.002388
9.0,8.5,9.5,0.02185,0.00246,-0.00246
10.0,9.5,10.5,0.02292,0.002459,-0.002459
11.0,10.5,11.5,0.02329,0.002342,-0.002342
12.0,11.5,12.5,0.0235,0.002174,-0.002174
13.0,12.5,13.5,0.02327,0.001923,-0.001923
14.0,13.5,14.5,0.02263,0.001658,-0.001658
15.0,14.5,15.5,0.02161,0.00143,-0.00143
16.0,15.5,16.5,0.02085,0.001274,-0.001274
17.0,16.5,17.5,0.02005,0.001172,-0.001172
18.0,17.5,18.5,0.01902,0.001025,-0.001025
19.0,18.5,19.5,0.01833,0.0008431,-0.0008431
20.0,19.5,20.5,0.01755,0.0006354,-0.0006354
21.0,20.5,21.5,0.01683,0.0004921,-0.0004921
22.0,21.5,22.5,0.01612,0.0003685,-0.0003685
23.0,22.5,23.5,0.01537,0.0003864,-0.0003864
24.0,23.5,24.5,0.01517,0.0003841,-0.0003841
25.0,24.5,25.5,0.01448,0.0003687,-0.0003687
26.0,25.5,26.5,0.01419,0.0005374,-0.0005374
27.0,26.5,27.5,0.01378,0.0005729,-0.0005729
28.0,27.5,28.5,0.01335,0.0007159,-0.0007159
29.0,28.5,29.5,0.01308,0.0003895,-0.0003895
30.0,29.5,30.5,0.01297,0.0006232,-0.0006232
31.0,30.5,31.5,0.01252,0.0005279,-0.0005279
32.0,31.5,32.5,0.0121,0.0005083,-0.0005083
33.0,32.5,33.5,0.0116,0.0005193,-0.0005193
34.0,33.5,34.5,0.01136,0.0005217,-0.0005217
35.0,34.5,35.5,0.01102,0.000553,-0.000553
36.0,35.5,36.5,0.0107,0.0005863,-0.0005863
37.0,36.5,37.5,0.01047,0.0006183,-0.0006183
38.0,37.5,38.5,0.01011,0.0006337,-0.0006337
39.0,38.5,39.5,0.009824,0.0006573,-0.0006573
40.0,39.5,40.5,0.009529,0.000663,-0.000663
41.0,40.5,41.5,0.009309,0.0006797,-0.0006797
42.0,41.5,42.5,0.009044,0.0006915,-0.0006915
43.0,42.5,43.5,0.008707,0.0006889,-0.0006889
44.0,43.5,44.5,0.008666,0.0007126,-0.0007126
45.0,44.5,45.5,0.008419,0.0007206,-0.0007206
46.0,45.5,46.5,0.008208,0.0007276,-0.0007276
47.0,46.5,47.5,0.008099,0.0007389,-0.0007389
48.0,47.5,48.5,0.007906,0.0007452,-0.0007452
49.0,48.5,49.5,0.007746,0.0007545,-0.0007545
50.0,49.5,50.5,0.007547,0.0007554,-0.0007554
51.0,50.5,51.5,0.007452,0.0007672,-0.0007672
52.0,51.5,52.5,0.007285,0.000771,-0.000771
53.0,52.5,53.5,0.007082,0.0007709,-0.0007709
54.0,53.5,54.5,0.007015,0.0007829,-0.0007829
55.0,54.5,55.5,0.006888,0.0007849,-0.0007849
56.0,55.5,56.5,0.006627,0.0007751,-0.0007751
57.0,56.5,57.5,0.006552,0.0007862,-0.0007862
58.0,57.5,58.5,0.006413,0.0007853,-0.0007853
59.0,58.5,59.5,0.006222,0.0007763,-0.0007763
60.0,59.5,60.5,0.006072,0.0007756,-0.0007756
61.0,60.5,61.5,0.00583,0.0007555,-0.0007555
62.0,61.5,62.5,0.005748,0.0007627,-0.0007627
63.0,62.5,63.5,0.005626,0.0007603,-0.0007603
64.0,63.5,64.5,0.005456,0.000748,-0.000748
65.0,64.5,65.5,0.005303,0.0007414,-0.0007414
66.0,65.5,66.5,0.00527,0.000751,-0.000751
67.0,66.5,67.5,0.005113,0.0007374,-0.0007374
68.0,67.5,68.5,0.005014,0.0007357,-0.0007357
69.0,68.5,69.5,0.004832,0.0007224,-0.0007224
70.0,69.5,70.5,0.004734,0.0007175,-0.0007175
71.0,70.5,71.5,0.004636,0.0007177,-0.0007177
72.0,71.5,72.5,0.004504,0.0007094,-0.0007094
73.0,72.5,73.5,0.004395,0.0007,-0.0007
74.0,73.5,74.5,0.004289,0.0006978,-0.0006978
75.0,74.5,75.5,0.004203,0.000697,-0.000697
76.0,75.5,76.5,0.00404,0.0006826,-0.0006826
77.0,76.5,77.5,0.003956,0.0006782,-0.0006782
78.0,77.5,78.5,0.003888,0.0006788,-0.0006788
79.0,78.5,79.5,0.003809,0.0006738,-0.0006738
80.0,79.5,80.5,0.003689,0.0006627,-0.0006627
81.0,80.5,81.5,0.003629,0.0006645,-0.0006645
