#: table_doi: 10.17182/hepdata.78802.v1/t76
#: name: Table 76
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -2.0 to 2.0 in INEL>0 collisions at center-of-mass energy 900 GeV.
#: data_file: Table76.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',1.0
'n1',0.53
'k1',10.43
'n2',3.4
'k2',25.55
'lambda',3.94

#: NUM,2.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',1.0
'n1',0.56
'k1',10.54
'n2',3.31
'k2',25.78
'lambda',4.08

#: NUM,3.0
#: ETARAP,-2.0-2.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',1.0
'n1',0.59
'k1',10.67
'n2',3.23
'k2',26.0
'lambda',4.26

