#: table_doi: 10.17182/hepdata.78802.v1/t4
#: name: Table 4
#: description: Multiplicity distribution in the pseudorapidity region -3.4 to 3.4 for NSD collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table4.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.4-3.4
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
43.0,42.5,43.5,0.009815,0.0004687,-0.0004687
44.0,43.5,44.5,0.009407,0.0004648,-0.0004648
45.0,44.5,45.5,0.009086,0.0004312,-0.0004312
46.0,45.5,46.5,0.008749,0.0004009,-0.0004009
47.0,46.5,47.5,0.008366,0.0003524,-0.0003524
48.0,47.5,48.5,0.008111,0.000364,-0.000364
49.0,48.5,49.5,0.007639,0.0003802,-0.0003802
50.0,49.5,50.5,0.007348,0.0003973,-0.0003973
51.0,50.5,51.5,0.007043,0.0004076,-0.0004076
52.0,51.5,52.5,0.006738,0.0004153,-0.0004153
53.0,52.5,53.5,0.006486,0.0004274,-0.0004274
54.0,53.5,54.5,0.006215,0.0004302,-0.0004302
55.0,54.5,55.5,0.005903,0.0004325,-0.0004325
56.0,55.5,56.5,0.005693,0.0004394,-0.0004394
57.0,56.5,57.5,0.005426,0.0004376,-0.0004376
58.0,57.5,58.5,0.005218,0.0004385,-0.0004385
59.0,58.5,59.5,0.004961,0.000434,-0.000434
60.0,59.5,60.5,0.004739,0.0004298,-0.0004298
61.0,60.5,61.5,0.00451,0.0004247,-0.0004247
62.0,61.5,62.5,0.004271,0.0004159,-0.0004159
63.0,62.5,63.5,0.004133,0.0004158,-0.0004158
64.0,63.5,64.5,0.003906,0.000406,-0.000406
65.0,64.5,65.5,0.00376,0.000403,-0.000403
66.0,65.5,66.5,0.003564,0.0003933,-0.0003933
67.0,66.5,67.5,0.003403,0.0003862,-0.0003862
68.0,67.5,68.5,0.003223,0.0003762,-0.0003762
69.0,68.5,69.5,0.003043,0.000365,-0.000365
70.0,69.5,70.5,0.002903,0.0003572,-0.0003572
71.0,70.5,71.5,0.002735,0.0003449,-0.0003449
72.0,71.5,72.5,0.002616,0.000338,-0.000338
73.0,72.5,73.5,0.002436,0.000322,-0.000322
74.0,73.5,74.5,0.002341,0.000317,-0.000317
75.0,74.5,75.5,0.002222,0.0003077,-0.0003077
76.0,75.5,76.5,0.002079,0.0002943,-0.0002943
77.0,76.5,77.5,0.001966,0.0002846,-0.0002846
78.0,77.5,78.5,0.001869,0.0002759,-0.0002759
79.0,78.5,79.5,0.001752,0.0002638,-0.0002638
80.0,79.5,80.5,0.001652,0.0002544,-0.0002544
81.0,80.5,81.5,0.001562,0.0002449,-0.0002449
82.0,81.5,82.5,0.001467,0.0002342,-0.0002342
83.0,82.5,83.5,0.001383,0.0002249,-0.0002249
84.0,83.5,84.5,0.001306,0.0002172,-0.0002172
85.0,84.5,85.5,0.001222,0.0002065,-0.0002065
86.0,85.5,86.5,0.001169,0.0002008,-0.0002008
87.0,86.5,87.5,0.001093,0.0001913,-0.0001913
88.0,87.5,88.5,0.001029,0.0001831,-0.0001831
89.0,88.5,89.5,0.0009668,0.0001751,-0.0001751
90.0,89.5,90.5,0.0009116,0.000168,-0.000168
91.0,90.5,91.5,0.000854,0.0001599,-0.0001599
92.0,91.5,92.5,0.0008025,0.0001528,-0.0001528
93.0,92.5,93.5,0.0007606,0.000147,-0.000147
94.0,93.5,94.5,0.0007172,0.0001409,-0.0001409
95.0,94.5,95.5,0.000673,0.0001342,-0.0001342
96.0,95.5,96.5,0.0006314,0.0001281,-0.0001281
97.0,96.5,97.5,0.000592,0.0001216,-0.0001216
98.0,97.5,98.5,0.0005582,0.0001167,-0.0001167
99.0,98.5,99.5,0.0005266,0.0001115,-0.0001115
100.0,99.5,100.5,0.0004913,0.000105,-0.000105
101.0,100.5,101.5,0.0004634,0.0001007,-0.0001007
102.0,101.5,102.5,0.0004319,9.527e-05,-9.527e-05
103.0,102.5,103.5,0.0004005,8.945e-05,-8.945e-05
104.0,103.5,104.5,0.0003768,8.537e-05,-8.537e-05
105.0,104.5,105.5,0.0003534,8.099e-05,-8.099e-05
106.0,105.5,106.5,0.0003296,7.633e-05,-7.633e-05
107.0,106.5,107.5,0.0003108,7.336e-05,-7.336e-05
108.0,107.5,108.5,0.0002914,6.964e-05,-6.964e-05
109.0,108.5,109.5,0.0002688,6.489e-05,-6.489e-05
110.0,109.5,110.5,0.000254,6.199e-05,-6.199e-05
111.0,110.5,111.5,0.0002344,5.8e-05,-5.8e-05
112.0,111.5,112.5,0.0002205,5.511e-05,-5.511e-05
113.0,112.5,113.5,0.0002101,5.347e-05,-5.347e-05
114.0,113.5,114.5,0.000192,4.918e-05,-4.918e-05
115.0,114.5,115.5,0.000179,4.624e-05,-4.624e-05
116.0,115.5,116.5,0.0001682,4.411e-05,-4.411e-05

