#: table_doi: 10.17182/hepdata.78802.v1/t20
#: name: Table 20
#: description: Multiplicity distribution in the pseudorapidity region -3.4 to 5.0 for INEL collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table20.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.4-5.0
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.1051,0.0508,-0.0508
1.0,0.5,1.5,0.04449,0.02089,-0.02089
2.0,1.5,2.5,0.02745,0.01096,-0.01096
3.0,2.5,3.5,0.01611,0.006328,-0.006328
4.0,3.5,4.5,0.01198,0.003408,-0.003408
5.0,4.5,5.5,0.01094,0.002537,-0.002537
6.0,5.5,6.5,0.01098,0.001796,-0.001796
7.0,6.5,7.5,0.01154,0.00148,-0.00148
8.0,7.5,8.5,0.01289,0.001437,-0.001437
9.0,8.5,9.5,0.01462,0.001567,-0.001567
10.0,9.5,10.5,0.01575,0.001622,-0.001622
11.0,10.5,11.5,0.01704,0.001657,-0.001657
12.0,11.5,12.5,0.01795,0.001692,-0.001692
13.0,12.5,13.5,0.01919,0.001811,-0.001811
14.0,13.5,14.5,0.02014,0.001895,-0.001895
15.0,14.5,15.5,0.02074,0.001872,-0.001872
16.0,15.5,16.5,0.0209,0.001734,-0.001734
17.0,16.5,17.5,0.02107,0.00158,-0.00158
18.0,17.5,18.5,0.02082,0.001432,-0.001432
19.0,18.5,19.5,0.02063,0.001329,-0.001329
20.0,19.5,20.5,0.02021,0.001216,-0.001216
21.0,20.5,21.5,0.01985,0.001059,-0.001059
22.0,21.5,22.5,0.01912,0.0008352,-0.0008352
23.0,22.5,23.5,0.01839,0.0005866,-0.0005866
24.0,23.5,24.5,0.0178,0.0003702,-0.0003702
25.0,24.5,25.5,0.01702,0.0002331,-0.0002331
26.0,25.5,26.5,0.01641,0.0002097,-0.0002097
27.0,26.5,27.5,0.01571,0.0002097,-0.0002097
28.0,27.5,28.5,0.01513,0.0001667,-0.0001667
29.0,28.5,29.5,0.01453,0.0001369,-0.0001369
30.0,29.5,30.5,0.01406,0.0002048,-0.0002048
31.0,30.5,31.5,0.01369,0.0002907,-0.0002907
32.0,31.5,32.5,0.01309,0.0003156,-0.0003156
33.0,32.5,33.5,0.01265,0.0002532,-0.0002532
34.0,33.5,34.5,0.01219,0.0001797,-0.0001797
35.0,34.5,35.5,0.01186,0.0003961,-0.0003961
36.0,35.5,36.5,0.01157,0.0004681,-0.0004681
37.0,36.5,37.5,0.01123,0.0004883,-0.0004883
38.0,37.5,38.5,0.01064,0.000472,-0.000472
39.0,38.5,39.5,0.01026,0.0004731,-0.0004731
40.0,39.5,40.5,0.009934,0.0004008,-0.0004008
41.0,40.5,41.5,0.009561,0.0003532,-0.0003532
42.0,41.5,42.5,0.009229,0.0003388,-0.0003388
43.0,42.5,43.5,0.00883,0.0003158,-0.0003158
44.0,43.5,44.5,0.008584,0.0003603,-0.0003603
45.0,44.5,45.5,0.008326,0.0003592,-0.0003592
46.0,45.5,46.5,0.007917,0.0003488,-0.0003488
47.0,46.5,47.5,0.007569,0.0003341,-0.0003341
48.0,47.5,48.5,0.007358,0.0003232,-0.0003232
49.0,48.5,49.5,0.007089,0.0002986,-0.0002986
50.0,49.5,50.5,0.00689,0.0003165,-0.0003165
51.0,50.5,51.5,0.006647,0.0003349,-0.0003349
52.0,51.5,52.5,0.006381,0.0003513,-0.0003513
53.0,52.5,53.5,0.006192,0.0003671,-0.0003671
54.0,53.5,54.5,0.005986,0.000374,-0.000374
55.0,54.5,55.5,0.00581,0.0003924,-0.0003924
56.0,55.5,56.5,0.00559,0.0003986,-0.0003986
57.0,56.5,57.5,0.005364,0.0004017,-0.0004017
58.0,57.5,58.5,0.005085,0.0003982,-0.0003982
