#: table_doi: 10.17182/hepdata.78802.v1/t22
#: name: Table 22
#: description: Multiplicity distribution in the pseudorapidity region -2.4 to 2.4 for INEL collisions at a centre-of-mass energy of 7000 GeV.
#: data_file: Table22.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.4-2.4
#: SQRT(S) [GeV],,,7000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.2099,0.0572,-0.0572
1.0,0.5,1.5,0.0145,0.005049,-0.005049
2.0,1.5,2.5,0.01411,0.003351,-0.003351
3.0,2.5,3.5,0.01494,0.002501,-0.002501
4.0,3.5,4.5,0.01661,0.002269,-0.002269
5.0,4.5,5.5,0.01872,0.001993,-0.001993
6.0,5.5,6.5,0.02037,0.001692,-0.001692
7.0,6.5,7.5,0.02173,0.001328,-0.001328
8.0,7.5,8.5,0.02245,0.001244,-0.001244
9.0,8.5,9.5,0.02299,0.001303,-0.001303
10.0,9.5,10.5,0.02272,0.001246,-0.001246
11.0,10.5,11.5,0.02257,0.00112,-0.00112
12.0,11.5,12.5,0.02166,0.0009025,-0.0009025
13.0,12.5,13.5,0.02073,0.0009249,-0.0009249
14.0,13.5,14.5,0.01962,0.0008918,-0.0008918
15.0,14.5,15.5,0.01856,0.0006903,-0.0006903
16.0,15.5,16.5,0.01736,0.0006088,-0.0006088
17.0,16.5,17.5,0.01641,0.0007003,-0.0007003
18.0,17.5,18.5,0.01556,0.0006003,-0.0006003
19.0,18.5,19.5,0.0149,0.0005895,-0.0005895
20.0,19.5,20.5,0.01416,0.0005937,-0.0005937
21.0,20.5,21.5,0.01366,0.0005624,-0.0005624
22.0,21.5,22.5,0.01318,0.0006044,-0.0006044
23.0,22.5,23.5,0.01273,0.0004407,-0.0004407
24.0,23.5,24.5,0.01233,0.0003566,-0.0003566
25.0,24.5,25.5,0.01196,0.0003747,-0.0003747
26.0,25.5,26.5,0.01156,0.0003463,-0.0003463
27.0,26.5,27.5,0.01113,0.0003893,-0.0003893
28.0,27.5,28.5,0.01078,0.0004213,-0.0004213
29.0,28.5,29.5,0.01037,0.0003971,-0.0003971
30.0,29.5,30.5,0.01,0.000441,-0.000441
31.0,30.5,31.5,0.009696,0.0004263,-0.0004263
32.0,31.5,32.5,0.009343,0.0004334,-0.0004334
33.0,32.5,33.5,0.009039,0.0004411,-0.0004411
34.0,33.5,34.5,0.008771,0.0004729,-0.0004729
35.0,34.5,35.5,0.008474,0.0005197,-0.0005197
36.0,35.5,36.5,0.008187,0.0004894,-0.0004894
37.0,36.5,37.5,0.007963,0.0005009,-0.0005009
38.0,37.5,38.5,0.007719,0.0005839,-0.0005839
39.0,38.5,39.5,0.007557,0.0005259,-0.0005259
40.0,39.5,40.5,0.007293,0.0005388,-0.0005388
41.0,40.5,41.5,0.007112,0.000537,-0.000537
42.0,41.5,42.5,0.006996,0.0005425,-0.0005425
43.0,42.5,43.5,0.006727,0.0005331,-0.0005331
44.0,43.5,44.5,0.006629,0.0005248,-0.0005248
45.0,44.5,45.5,0.006418,0.0005719,-0.0005719
46.0,45.5,46.5,0.006168,0.0005135,-0.0005135
47.0,46.5,47.5,0.006013,0.0005411,-0.0005411
48.0,47.5,48.5,0.005837,0.0005149,-0.0005149
49.0,48.5,49.5,0.005632,0.0005133,-0.0005133
50.0,49.5,50.5,0.005522,0.0005491,-0.0005491
51.0,50.5,51.5,0.005353,0.0005274,-0.0005274
52.0,51.5,52.5,0.005197,0.0005509,-0.0005509
53.0,52.5,53.5,0.005087,0.0005614,-0.0005614
54.0,53.5,54.5,0.004896,0.0005309,-0.0005309
55.0,54.5,55.5,0.004721,0.000514,-0.000514
56.0,55.5,56.5,0.004541,0.0005321,-0.0005321
57.0,56.5,57.5,0.004447,0.000522,-0.000522
