#: table_doi: 10.17182/hepdata.78802.v1/t16
#: name: Table 16
#: description: Multiplicity distribution in the pseudorapidity region -2.0 to 2.0 for INEL collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table16.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.0-2.0
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.1869,0.03039,-0.03039
1.0,0.5,1.5,0.02369,0.001749,-0.001749
2.0,1.5,2.5,0.02565,0.001595,-0.001595
3.0,2.5,3.5,0.02869,0.001688,-0.001688
4.0,3.5,4.5,0.03235,0.001717,-0.001717
5.0,4.5,5.5,0.03529,0.001557,-0.001557
6.0,5.5,6.5,0.03687,0.001315,-0.001315
7.0,6.5,7.5,0.03767,0.00115,-0.00115
8.0,7.5,8.5,0.03732,0.00103,-0.00103
9.0,8.5,9.5,0.03632,0.0009082,-0.0009082
10.0,9.5,10.5,0.03537,0.0007764,-0.0007764
11.0,10.5,11.5,0.03354,0.0006695,-0.0006695
12.0,11.5,12.5,0.03162,0.0006367,-0.0006367
13.0,12.5,13.5,0.02937,0.0006212,-0.0006212
14.0,13.5,14.5,0.02712,0.0005771,-0.0005771
15.0,14.5,15.5,0.02533,0.000516,-0.000516
16.0,15.5,16.5,0.02364,0.000343,-0.000343
17.0,16.5,17.5,0.02198,0.0004209,-0.0004209
18.0,17.5,18.5,0.02064,0.0004689,-0.0004689
19.0,18.5,19.5,0.01927,0.0004869,-0.0004869
20.0,19.5,20.5,0.01786,0.0005066,-0.0005066
21.0,20.5,21.5,0.01677,0.000494,-0.000494
22.0,21.5,22.5,0.01573,0.0004796,-0.0004796
23.0,22.5,23.5,0.01458,0.0004692,-0.0004692
24.0,23.5,24.5,0.01359,0.0004691,-0.0004691
25.0,24.5,25.5,0.01266,0.0004572,-0.0004572
26.0,25.5,26.5,0.01185,0.0004464,-0.0004464
27.0,26.5,27.5,0.01099,0.0004367,-0.0004367
28.0,27.5,28.5,0.01024,0.0004325,-0.0004325
29.0,28.5,29.5,0.009546,0.0004099,-0.0004099
30.0,29.5,30.5,0.008955,0.0004071,-0.0004071
31.0,30.5,31.5,0.008339,0.0003919,-0.0003919
32.0,31.5,32.5,0.007824,0.0003764,-0.0003764
33.0,32.5,33.5,0.00727,0.0003623,-0.0003623
34.0,33.5,34.5,0.006825,0.0003551,-0.0003551
35.0,34.5,35.5,0.00635,0.0003391,-0.0003391
36.0,35.5,36.5,0.005919,0.0003286,-0.0003286
37.0,36.5,37.5,0.005484,0.0003064,-0.0003064
38.0,37.5,38.5,0.005099,0.0002937,-0.0002937
39.0,38.5,39.5,0.004697,0.0002829,-0.0002829
40.0,39.5,40.5,0.004316,0.0002659,-0.0002659
41.0,40.5,41.5,0.004044,0.0002569,-0.0002569
42.0,41.5,42.5,0.003692,0.0002402,-0.0002402
43.0,42.5,43.5,0.003386,0.0002256,-0.0002256
44.0,43.5,44.5,0.003111,0.000212,-0.000212
45.0,44.5,45.5,0.002852,0.0001988,-0.0001988
46.0,45.5,46.5,0.002636,0.0001877,-0.0001877
47.0,46.5,47.5,0.00241,0.0001753,-0.0001753
48.0,47.5,48.5,0.002228,0.0001654,-0.0001654
49.0,48.5,49.5,0.002024,0.0001532,-0.0001532
50.0,49.5,50.5,0.001857,0.0001433,-0.0001433
51.0,50.5,51.5,0.001704,0.0001341,-0.0001341
52.0,51.5,52.5,0.001539,0.0001234,-0.0001234
53.0,52.5,53.5,0.001409,0.000115,-0.000115
54.0,53.5,54.5,0.001293,0.0001075,-0.0001075
55.0,54.5,55.5,0.001183,0.0001001,-0.0001001
56.0,55.5,56.5,0.001059,9.12e-05,-9.12e-05
57.0,56.5,57.5,0.0009711,8.509e-05,-8.509e-05
58.0,57.5,58.5,0.0008846,7.893e-05,-7.893e-05
59.0,58.5,59.5,0.000802,7.274e-05,-7.274e-05
60.0,59.5,60.5,0.0007301,6.732e-05,-6.732e-05
61.0,60.5,61.5,0.0006637,6.222e-05,-6.222e-05
62.0,61.5,62.5,0.000602,5.719e-05,-5.719e-05
63.0,62.5,63.5,0.0005423,5.248e-05,-5.248e-05
64.0,63.5,64.5,0.0004941,4.853e-05,-4.853e-05
65.0,64.5,65.5,0.0004482,4.469e-05,-4.469e-05
66.0,65.5,66.5,0.0004089,4.141e-05,-4.141e-05
67.0,66.5,67.5,0.0003697,3.799e-05,-3.799e-05
68.0,67.5,68.5,0.00033,3.444e-05,-3.444e-05
69.0,68.5,69.5,0.0003012,3.188e-05,-3.188e-05
70.0,69.5,70.5,0.0002701,2.9e-05,-2.9e-05
71.0,70.5,71.5,0.0002455,2.677e-05,-2.677e-05
72.0,71.5,72.5,0.0002174,2.397e-05,-2.397e-05
73.0,72.5,73.5,0.000196,2.204e-05,-2.204e-05
74.0,73.5,74.5,0.0001764,2.013e-05,-2.013e-05

