#: table_doi: 10.17182/hepdata.78802.v1/t2
#: name: Table 2
#: description: Multiplicity distribution in the pseudorapidity region -2.4 to 2.4 for NSD collisions at a centre-of-mass energy of 900 GeV.
#: data_file: Table2.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-2.4-2.4
#: SQRT(S) [GeV],,,900.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.04696,0.004696,-0.004696
1.0,0.5,1.5,0.01366,0.001703,-0.001703
2.0,1.5,2.5,0.0147,0.001511,-0.001511
3.0,2.5,3.5,0.01754,0.001631,-0.001631
4.0,3.5,4.5,0.02148,0.001925,-0.001925
5.0,4.5,5.5,0.02512,0.0021,-0.0021
6.0,5.5,6.5,0.02806,0.002147,-0.002147
7.0,6.5,7.5,0.03121,0.002215,-0.002215
8.0,7.5,8.5,0.03356,0.00227,-0.00227
9.0,8.5,9.5,0.03514,0.002228,-0.002228
10.0,9.5,10.5,0.03607,0.002094,-0.002094
11.0,10.5,11.5,0.03631,0.001785,-0.001785
12.0,11.5,12.5,0.03556,0.001368,-0.001368
13.0,12.5,13.5,0.03452,0.001062,-0.001062
14.0,13.5,14.5,0.03321,0.0008815,-0.0008815
15.0,14.5,15.5,0.03129,0.0008377,-0.0008377
16.0,15.5,16.5,0.02969,0.0007246,-0.0007246
17.0,16.5,17.5,0.02809,0.0006737,-0.0006737
18.0,17.5,18.5,0.0264,0.0004111,-0.0004111
19.0,18.5,19.5,0.02506,0.000495,-0.000495
20.0,19.5,20.5,0.02377,0.0006255,-0.0006255
21.0,20.5,21.5,0.02257,0.0006179,-0.0006179
22.0,21.5,22.5,0.02162,0.0005489,-0.0005489
23.0,22.5,23.5,0.02063,0.0004217,-0.0004217
24.0,23.5,24.5,0.0196,0.0002109,-0.0002109
25.0,24.5,25.5,0.0186,0.0001493,-0.0001493
26.0,25.5,26.5,0.01759,0.0003693,-0.0003693
27.0,26.5,27.5,0.01653,0.0004995,-0.0004995
28.0,27.5,28.5,0.01564,0.0005866,-0.0005866
29.0,28.5,29.5,0.01466,0.0005899,-0.0005899
30.0,29.5,30.5,0.01381,0.0006019,-0.0006019
31.0,30.5,31.5,0.01304,0.0006154,-0.0006154
32.0,31.5,32.5,0.0123,0.0006252,-0.0006252
33.0,32.5,33.5,0.01174,0.0006463,-0.0006463
34.0,33.5,34.5,0.01099,0.0006337,-0.0006337
35.0,34.5,35.5,0.01045,0.000643,-0.000643
36.0,35.5,36.5,0.009761,0.0006255,-0.0006255
37.0,36.5,37.5,0.009276,0.0006262,-0.0006262
38.0,37.5,38.5,0.00879,0.0006284,-0.0006284
39.0,38.5,39.5,0.008298,0.0006074,-0.0006074
40.0,39.5,40.5,0.007809,0.0005962,-0.0005962
41.0,40.5,41.5,0.007388,0.0005836,-0.0005836
42.0,41.5,42.5,0.006947,0.0005663,-0.0005663
43.0,42.5,43.5,0.006549,0.0005535,-0.0005535
44.0,43.5,44.5,0.006128,0.0005336,-0.0005336
45.0,44.5,45.5,0.005733,0.0005185,-0.0005185
46.0,45.5,46.5,0.00538,0.0005039,-0.0005039
47.0,46.5,47.5,0.005093,0.0004893,-0.0004893
48.0,47.5,48.5,0.004739,0.0004693,-0.0004693
49.0,48.5,49.5,0.00441,0.0004497,-0.0004497
50.0,49.5,50.5,0.004168,0.0004332,-0.0004332
51.0,50.5,51.5,0.003877,0.0004159,-0.0004159
52.0,51.5,52.5,0.003625,0.0003939,-0.0003939
53.0,52.5,53.5,0.003388,0.0003821,-0.0003821
54.0,53.5,54.5,0.003156,0.0003615,-0.0003615
55.0,54.5,55.5,0.002952,0.0003501,-0.0003501
56.0,55.5,56.5,0.002713,0.0003288,-0.0003288
57.0,56.5,57.5,0.002539,0.0003145,-0.0003145
58.0,57.5,58.5,0.002363,0.0002989,-0.0002989
59.0,58.5,59.5,0.002174,0.0002807,-0.0002807
60.0,59.5,60.5,0.00202,0.0002661,-0.0002661
61.0,60.5,61.5,0.001877,0.0002522,-0.0002522
62.0,61.5,62.5,0.001721,0.0002356,-0.0002356
63.0,62.5,63.5,0.001614,0.0002251,-0.0002251
64.0,63.5,64.5,0.001492,0.0002119,-0.0002119
65.0,64.5,65.5,0.001384,0.0002,-0.0002
66.0,65.5,66.5,0.001271,0.000187,-0.000187
67.0,66.5,67.5,0.001182,0.0001769,-0.0001769
68.0,67.5,68.5,0.001093,0.0001662,-0.0001662
69.0,68.5,69.5,0.0009916,0.0001532,-0.0001532
70.0,69.5,70.5,0.0009245,0.0001451,-0.0001451
71.0,70.5,71.5,0.0008564,0.0001368,-0.0001368
72.0,71.5,72.5,0.0007889,0.0001278,-0.0001278
73.0,72.5,73.5,0.0007225,0.0001189,-0.0001189
74.0,73.5,74.5,0.0006705,0.000112,-0.000112
75.0,74.5,75.5,0.000613,0.000104,-0.000104
76.0,75.5,76.5,0.0005579,9.593e-05,-9.593e-05
77.0,76.5,77.5,0.000517,8.989e-05,-8.989e-05
78.0,77.5,78.5,0.0004688,8.303e-05,-8.303e-05
79.0,78.5,79.5,0.0004383,7.875e-05,-7.875e-05
80.0,79.5,80.5,0.0003943,7.186e-05,-7.186e-05
81.0,80.5,81.5,0.0003603,6.68e-05,-6.68e-05
82.0,81.5,82.5,0.0003304,6.191e-05,-6.191e-05
83.0,82.5,83.5,0.0003019,5.735e-05,-5.735e-05
84.0,83.5,84.5,0.0002779,5.349e-05,-5.349e-05
85.0,84.5,85.5,0.0002505,4.89e-05,-4.89e-05
86.0,85.5,86.5,0.0002294,4.572e-05,-4.572e-05
87.0,86.5,87.5,0.0002086,4.173e-05,-4.173e-05
88.0,87.5,88.5,0.0001899,3.86e-05,-3.86e-05

