#: table_doi: 10.17182/hepdata.78802.v1/t85
#: name: Table 85
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 5.0 in INEL>0 collisions at center-of-mass energy 7000 GeV.
#: data_file: Table85.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-5.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.98
'n1',0.39
'k1',23.4
'n2',3.31
'k2',77.14
'lambda',3.21

#: NUM,2.0
#: ETARAP,-3.4-5.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.31
'k1',20.7
'n2',3.94
'k2',66.27
'lambda',2.6

#: NUM,3.0
#: ETARAP,-3.4-5.0
#: CLASS,INEL>0
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.9
'n1',0.17
'k1',18.24
'n2',8.39
'k2',53.51
'lambda',2.02

