#: table_doi: 10.17182/hepdata.78802.v1/t23
#: name: Table 23
#: description: Multiplicity distribution in the pseudorapidity region -3.0 to 3.0 for INEL collisions at a centre-of-mass energy of 7000 GeV.
#: data_file: Table23.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: RE,,,P P --> CHARGED X
#: ETARAP(P=5),,,-3.0-3.0
#: SQRT(S) [GeV],,,7000.0
'$N_{ch}$','$N_{ch}$ LOW','$N_{ch}$ HIGH','$P(N_{ch})$','error +','error -'
0.0,-0.5,0.5,0.194,0.05981,-0.05981
1.0,0.5,1.5,0.01818,0.0091,-0.0091
2.0,1.5,2.5,0.01389,0.005356,-0.005356
3.0,2.5,3.5,0.01202,0.003236,-0.003236
4.0,3.5,4.5,0.0117,0.00242,-0.00242
5.0,4.5,5.5,0.01269,0.001834,-0.001834
6.0,5.5,6.5,0.01386,0.001665,-0.001665
7.0,6.5,7.5,0.01536,0.00151,-0.00151
8.0,7.5,8.5,0.01672,0.001367,-0.001367
9.0,8.5,9.5,0.01777,0.001638,-0.001638
10.0,9.5,10.5,0.01859,0.001804,-0.001804
11.0,10.5,11.5,0.01904,0.001914,-0.001914
12.0,11.5,12.5,0.01919,0.001728,-0.001728
13.0,12.5,13.5,0.0192,0.0016,-0.0016
14.0,13.5,14.5,0.01878,0.001446,-0.001446
15.0,14.5,15.5,0.01801,0.001235,-0.001235
16.0,15.5,16.5,0.01734,0.001109,-0.001109
17.0,16.5,17.5,0.01653,0.001094,-0.001094
18.0,17.5,18.5,0.01565,0.0009814,-0.0009814
19.0,18.5,19.5,0.01475,0.0008212,-0.0008212
20.0,19.5,20.5,0.01399,0.000754,-0.000754
21.0,20.5,21.5,0.01318,0.0005863,-0.0005863
22.0,21.5,22.5,0.01256,0.0006139,-0.0006139
23.0,22.5,23.5,0.01218,0.0005992,-0.0005992
24.0,23.5,24.5,0.01172,0.0005845,-0.0005845
25.0,24.5,25.5,0.01138,0.0005582,-0.0005582
26.0,25.5,26.5,0.01112,0.0005865,-0.0005865
27.0,26.5,27.5,0.01081,0.0005081,-0.0005081
28.0,27.5,28.5,0.01058,0.0005213,-0.0005213
29.0,28.5,29.5,0.01029,0.0004798,-0.0004798
30.0,29.5,30.5,0.01005,0.0004946,-0.0004946
31.0,30.5,31.5,0.009808,0.000436,-0.000436
32.0,31.5,32.5,0.009642,0.0004549,-0.0004549
33.0,32.5,33.5,0.009311,0.0004293,-0.0004293
34.0,33.5,34.5,0.009142,0.0004654,-0.0004654
35.0,34.5,35.5,0.008936,0.0004579,-0.0004579
36.0,35.5,36.5,0.008545,0.0004509,-0.0004509
37.0,36.5,37.5,0.008359,0.0004695,-0.0004695
38.0,37.5,38.5,0.008027,0.0004637,-0.0004637
39.0,38.5,39.5,0.007893,0.0004933,-0.0004933
40.0,39.5,40.5,0.007597,0.0004962,-0.0004962
41.0,40.5,41.5,0.007357,0.0005089,-0.0005089
42.0,41.5,42.5,0.007105,0.0005307,-0.0005307
43.0,42.5,43.5,0.007058,0.0005185,-0.0005185
44.0,43.5,44.5,0.006866,0.0005515,-0.0005515
45.0,44.5,45.5,0.006668,0.0005423,-0.0005423
46.0,45.5,46.5,0.006505,0.0005423,-0.0005423
47.0,46.5,47.5,0.006407,0.0005544,-0.0005544
48.0,47.5,48.5,0.006179,0.0005351,-0.0005351
