#: table_doi: 10.17182/hepdata.78802.v1/t49
#: name: Table 49
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 3.4 in NSD collisions at center-of-mass energy 900 GeV.
#: data_file: Table49.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 900
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.94
'n1',0.37
'k1',17.09
'n2',4.74
'k2',38.94
'lambda',3.43

#: NUM,2.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.94
'n1',0.26
'k1',15.8
'n2',5.95
'k2',35.26
'lambda',2.98

#: NUM,3.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],900
'PARNAME','SET'
'alpha',0.94
'n1',0.2
'k1',14.99
'n2',18.98
'k2',32.83
'lambda',2.78

