#: table_doi: 10.17182/hepdata.78802.v1/t54
#: name: Table 54
#: description: Set of fit parameters for the multiplicity distribution in pseudorapidity range -3.4 to 3.4 in NSD collisions at center-of-mass energy 7000 GeV.
#: data_file: Table54.yaml
#: keyword observables: MULT
#: keyword reactions: P P --> CHARGED X
#: keyword cmenergies: 7000
#: keyword phrases: Charged particle multiplicity | Forward rapidity
#: NUM,1.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.97
'n1',0.38
'k1',19.45
'n2',3.15
'k2',65.72
'lambda',2.89

#: NUM,2.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.94
'n1',0.31
'k1',17.43
'n2',3.68
'k2',57.38
'lambda',2.43

#: NUM,3.0
#: ETARAP,-3.4-3.4
#: CLASS,NSD
#: SQRT(S) [GEV],7000
'PARNAME','SET'
'alpha',0.91
'n1',0.21
'k1',15.48
'n2',5.83
'k2',48.46
'lambda',2.02

